	text	label
1812	wea yo top lip at doe missing like yo dad	0
1813	putting a load in the dishwasher	0
1814	dear diary today op was a faggot	1
1815	this transgender shit is getting outta hand	1
1816	i put brake fluid in my meth now i can stop whenever i want	0
1817	transgender when just being gay doesnt get you the attention you rightfully deserve	1
1818	we kill you on 911 and you elect 3 of us to congress stupid infidels	1
1819	virgo youre both white trash quite frankly	1
1820	your sense of humor is so dark people are worried about you	0
1821	parents will lie to their children about why they celebrate thanks giving christmas easter and holloween they have the nerve to tell the children dont you ever lie to me	0
1822	i have no idea what im doing with my life	0
1823	this is why today in order to handle a strong black woman you need a leash for that bitch feminist black feminist	1
1824	an expensive gas bill i did nazi that coming	1
1825	for the love of god change that diaper on your head the crap is leaking out	1
1826	if you think the crakkka of today is different from the crakka 500 years ago youre a damn fool	0
1827	you should treat that the way you treat you vacuum cleaner when it stops sucking change the bag	1
1828	my irony meter just exploded	1
1829	mississippi wind chime	0
1830	from 16 indictments to nothing thanks white privilege	1
1831	me cis girls	0
1832	this toaster is on fire	1
1833	man getting arrested by the la pd	0
1834	when you cant afford a new dishwasher so you hit the rusty one and make it work	0
1835	only josh can prevent wildfires dammit josh you had one job	0
1836	when your grandma sees you for the first time in a whole week hes so fucking big meirl	0
1837	if black lives really mattered theyd stop shooting eat other	1
1838	youre dating somebodys ex somebody is dating youre ex your ex is getting somebodys ex in this life we are all xmen	0
1839	you never know how crazy they truly are until after you give them some good dick	0
1840	anyone who has been paying attention knows the biggest threat to an innocent persons life in america is the police like if you agree	0
1841	well judge made me do it all remember it was me who first said was kenyan	0
1842	last year tyrone got a new job started building his credit and spending more time with his kids then something amazing started to happen	1
1843	our voice can change history for better orworse	0
1844	anne frankly i dont care	1
1845	money is evil give it to us	1
1846	it wasnt my fault my truck has tranny issues	0
1847	loses hair from chemo doesnt have to shave pussy	1
1848	beats by dre beats by tyrone	0
1849	kill them kill them all	0
1850	nein shits given	0
1851	meanwhile at the isis strip club	0
1852	mr president epstein is still alive	0
1853	how chevy guys go muddin how ford guys go muddin	0
1854	this is my step ladder i never knew my real ladder	0
1855	the names todd retodd	1
1856	covers his wife from head to toes because sexual thoughts are satanic blows himself up because someone promised virgins to fck with	1
1857	im going to be real honest with you you should have washed this motherfucker before coming here	0
1858	i will kill this white man ooo wwe fans	1
1859	so youre against immigration splendid when do you leave	0
1860	remember when illegal aliens just wanted to just go home now they want free food healthcare and housing	0
1861	if this makes you a citizen does this make him family	1
1862	transgenderism is a mental illness is sociopathic tyranny not an identity mandating public acceptance	1
1863	when your dishwasher is broken so you take it back to walmart to get a new one	1
1864	when you can smell shit but youre not sure if its his arse or your hands	1
1865	this one time at camp we got so baked	1
1866	i said glass of juice not gas the jews	1
1867	greetings time to run	0
1868	a handful of rich people should not run the country a handful of politicians should	0
1869	islam i will instill terror into the hearts of the un believers smite ye above their necks and smite all their fingertips off quran 812	0
1870	i think its funny to haggle overprice with with hookers when youre just going to kill them anyway	0
1871	thats gayer than cum on a mustache	0
1872	when people keep calling you a terrorist but you identify as a firework	1
1873	we give your holy flag praise our lord and enslaver	0
1874	this steak is so black it stole my television	1
1875	look sonanother terror attack by peaceful bears	0
1876	went to walmart and had a bit of fun	0
1877	when your jewish friend smells a stash of coins in public	0
1878	its hump day oh fuck	0
1879	when youre at your batchelor party and you realize that all the money in the strippers gstring has your grandmas picture on it	0
1880	not a runner now you are	0
1881	heres to you obama lets have a drink	0
1882	when the un adds another million to the holocaust death toll	0
1883	so cohen has a history of intentional dishonesty from lying to congress lying to irs lying about his wifes s birth lying to banks and he even took millions as an insider consultant without informing trump but dems trust his testimony to be truthful lol	0
1884	whydo keep these liberals fight to and fight to kill these	0
1885	when your sister only bangs black guys and gets knocked up and you literally become a monkeys uncle	1
1886	husband gives massage aaaand now i have a dick in me	0
1887	when your troop respects you as the alpha	0
1888	in just one hour from now ill only have 4 hours left until i have to work a mere 3 hours	0
1889	reincarnation you mean press x to respawn	0
1890	either we fuckin or im fuckin	0
1891	2 more sleeps until hunbashing	0
1892	if you think we need protection from these people but not these people youre a special kind of stupid	0
1893	any time you have to rely upon your enemy for a job youre in bad shape	0
1894	i never dated my cuzn i fucked him but we never dated	0
1895	when youres high as fuck and hear a loud sound the fuck was that	0
1896	i married my brother to commit immigration fraud	0
1897	like a hot ls swapped girl with a penis	1
1898	thats what happens when you say you wanna catch these hands	0
1899	what can i say i swear like a sailor and say please and thank you like a saint im complicated	0
1900	soi guess you cant give me an old fashioned how bout a bj	0
1901	border agents in texas aprehend over 400 span in just 5 minutes illegals we know we have an issue with illegal immigration but how can we fix this and not separate families	0
1902	black people damn yall crackas some bitches yall so sensitive lmao mayo ass crackas white people black people	1
1903	she was born at the same time as mlk jr though you think of them as different eras	0
1904	the haters have arrived	0
1905	when you die for getting 72 hoors when you realise all are goats	1
1906	free dishwasher missing parts	0
1907	great news my iq tests came back negative	0
1908	michelle obama sighted sun bathing in afghanistan	0
1909	the squad hasnt done squat in congress	0
1910	happy birthday ya lil goat fucker	1
1911	whatever this is its an auburn fan	1
1912	i need someone to look at me the way he looking at that candy	0
1913	batman thank god youve arrived	0
1914	how we see muslims how muslims see us	0
1915	runs away from his shit hole of a country because of islam establishes islam and turns new country into a shit hole	1
1916	tries to send killers to kill dante in dantes inferno	0
1917	documentary on the kkk premiers wednesday on fox	0
1918	why do muslim woman wear a mask its easier to hide their fur	1
1919	look son another terror attack by peaceful muslims	1
1920	when they say white people have no culture	0
1921	when she got a big booty but shes classy	0
1922	in 2014 i helped put together and signed a 25 billion dollar deal to fund a border wall now trump wants 5 billion for a border wall well im gonna bitch cry piss and moan just because hes a republican and wants it	0
1923	when a porkistani nibba needs sex let me handle it	1
1924	if you believe that ive got a virgin goat to sell you	0
1925	the democrat agenda 1 impeach trump 2 raise taxes 3 shield illegals 4 gun control 5 weaken america share immediately if you have had enough	0
1926	knowing white people thats probably the baby father	1
1927	this one time at camp we got so baked	1
1928	when you dropped all the jewish kids off at the wrong camp	1
1929	american cops when they graduate police academy let the black man come forth let murder be done upon him	1
1930	if you ever feel down just remember there are people that are down their whole life	0
1931	im arresting you for public intoxication	0
1932	im going home im russian	1
1933	when youre so high you make down syndrome up syndrome	1
1934	three ks a day keeps you fat haha	0
1935	islamomopolitan special feature know your place how to survive your women daily beating why men treat you like cattle	1
1936	puts on sunblock doesnt protect from harmful rays	0
1937	you can fuck off with that shit you can fuck straight off to fuck off mountain while riding your fuck horse to the land of awwww hell no	0
1938	obamas fbi did not break rules or policies they broke laws they did not make mistakes they committed crimes	0
1939	i married my brother to commit immigration fraud this makes her an illegal alien ineligible for congress and deportable ice where are you	1
1940	how dare people make fun of our peaceful religion	0
1941	i love everything and everybody except for squirrels i hate squirrels	0
1942	a head diaper is required when you have shit for brains	1
1943	youve been hungerstruck	0
1944	wing wing wing herro thats racist	1
1945	neverforget what your ancestors went through christianity if you even think about dating a white man you disgust me	1
1946	u want some fuk hey dear i love u show me ur pussy u are beauty	0
1947	when a parent tells me that their kid is an angel whispering so was lucifer	0
1948	making fans everywhere	0
1949	girl out here looking like a gallon of arizona iced tea	1
1950	do you hate rapist and child molesters and people who think their race is superior to all oh so you hate muslims too huh good shit	1
1951	for the last time we are not trump supporters he says relocate mexicans we are saying exterminate mexicans	1
1952	finally finding the right tutorial you need indian accent	1
1953	life handed me lemons so i fucked them and gave them lemonaids	0
1954	stupid bitch is not a race	0
1955	we cannot allow birth control we will run out of children to molest	0
1956	hey mom the goats asshole is inside out what do	0
1957	not all black people are criminals	1
1958	immigrants illegal aliens	0
1959	white power	1
1960	the new democratic flag	0
1961	ramadan begins may 27 bombathon ends june 24	1
1962	nice boobs i guess its a tranny omg a shemale	1
1963	who cares if mexicans are offended americans are offended by illegal immigration	1
1964	terrorist trojan horse enemy of the state	0
1965	why the fuck is this not already a meme	0
1966	youre asking people for 5 cents a day but you had money to fly here and make a commercial	0
1967	when hoes backwash their drink	0
1968	life has never given me lemons it has given me anger issues anxiety a love for alcohol a serious dislike for stupid people but not lemons	0
1969	when you walk into the welfare office hello monkeys	0
1970	putting bows on your pet	0
1971	saving refugees	0
1972	this is the greatest news manufacturing in century	0
1973	these hitler jokes are rude anne frankly i dont care	1
1974	when you start to choke but your uncle knows the heimlich maneuver	0
1975	i heard we can get free steroids in australia please help feed and house this poor defenceless refugee dont be racist and let me in	1
1976	the muslim plague is spreading like herpes	1
1977	when you find out theres an opening for the role of chewbacca	1
1978	a muslim party	0
1979	the face you make when your pussy gets hard	1
1980	when your ex ask you for help	0
1981	adults should understand this is a hijab a big part of my culture	0
1982	i enjoyed watching the king kong movie	0
1983	the most racist people are the ones cryingracist all the time	0
1984	best thing about an ethiopian blowjob you know shes gonna swallow	1
1985	when a guy says i love you he really mean it but when a girl says i love you she just want to sleep with you hurt your feeling	0
1986	poster for the new play	0
1987	officer down	0
1988	soconvert to islam or die i say fuck itlets roll	0
1989	that chiken is so black no one is going to eat it	0
1990	luckily shes so fat or it never would have fit	1
1991	when the human asks who knocked everything off the table awiens	0
1992	this moment changed the world	0
1993	enjoying a day at the beach	0
1994	i suffer from that disorder where i speak the truth and it pisses people off	0
1995	let this tranny suck you to completion for 3 billion dollars yes or no	1
1996	dont ever think you got away with the rat shit you said or the snake shit you did because i have a good memory and alot of patience	0
1997	i married my brother to commit immigration fraud this makes her an illegal alien ineligible for congress and deportable ice where are you	0
1998	over heard my daughter telling her friend she was curious what it would be like to date a black guy so i showed her	0
1999	whats the difference between a cow and the holocaust you cant milk a cow for 75 years	1
2000	when trump says ill pay americans just for agreeignt to have a wall built	0
2001	the guy above me fingers his cat	0
2002	telling a girl you jerk off to her is the ultimate compliment with all the free porn there is she was chosen	0
2003	shits about to get real	0
2004	breaking rep ilhan omar broke federal tax law she filed her taxes jointly with a man to whom she was not legally married	0
2005	do you have a moment to talk about allah	0
2006	when your chinese food shows up completely uncooked	1
2007	how i act when someone gets offended by some real shit oh im sorry bitch	0
2008	i finally stopped drinking for good now i drink for evil	0
2009	hey man you gotta go home my parents are fighting again	0
2010	sis youre the fatheruncle bro im gonna be an funcle	0
2011	a mothers love is like no other	0
2012	cumshot on jewish girl face 1943	1
2013	my friends coming to see me after a crazy friday night	0
2014	new zealand edition call of duty	1
2015	did you say dude blew his tranny	1
2016	a head diaper is required when you have shit for brains	1
2017	driver what am i supposed to do with this speeding ticket co officer keep it when you collect four of them you get a bicycle	0
2018	when you see a child in a gay parade half naked twerking with everyone celebrating ernie prepares to commit a hate crime	1
2019	when you have someone to help and take care of you what could happen if you didnt	0
2020	felt cute might pray later idk	0
2021	putn the ham in mohamed	0
2022	pray to god for what you have	0
2023	you idiot you threw shit at the wrong keeper	0
2024	who would win	0
2025	white children raped by muslims must shut their mouths for the good of diversity says corbynite mp naz shah sack sicko labour mp naz shah	1
2026	heres to all you snowflakes out there who are shocked the president did what he promised to do	0
2027	when you think god is done sending fuck boys into your life another one	0
2028	hahahaha fuck your feelings	0
2029	when you tell him he cant go to chicfila on sundays what do you mean	0
2030	lets see if they get scared now bring they ass out here we will cut their heads off	0
2031	learn to hunt its a valuable skill	0
2032	heroin is destroying the white community keep up the good work heroin	1
2033	cosby trump why is this guy the only one convicted matt lauei harvey weinstein bill oreily charlie sheen	0
2034	i dont always see muslims at the public swimming pool but when i do i always tap this sign	1
2035	obama voters	1
2036	when she on top you trynna catch a titty	0
2037	when your girlfriend says treat me like a princess	1
2038	travel size coffee maker	0
2039	selling this anique farm equipment still works and runs like a champ serious inquiries only	0
2040	horrifying photo from nuclear bomb	0
2041	woman arrested by traffic cop	0
2042	chelsea clinton so ugly that when she gives head it counts as anal	0
2043	your milkshake brings all the tards to the yard	1
2044	no more excuses lets go out and celebrate	0
2045	discriminate and say no to promotion of homosexual and lgbt ways of life to our children	1
2046	lets play the game of flags	0
2047	im pregnant are you having a boy or an abortion	1
2048	each color is a mental disease	1
2049	i am 73 years old whos going to ask how i do it	0
2050	lizzie velasquez was born with a rare disease and is now a motivational speaker	0
2051	im at the camp and i still cant concentrate	1
2052	laughs in 52 of us crime rate	0
2053	when the whole family wants to go on the party boat	0
2054	a 12 week old fetus legal to kill in all 50 states can you imagine that wrapped in bacon	0
2055	the fuck did you just say	0
2056	please consider donating water to children in need	0
2057	unless life also gives you water and sugar your lemonade is gonna suck	0
2058	when the weekends finally here	0
2059	you guys read my diary wtf	0
2060	ethnic jesus	0
2061	at sunset in piazza vittorio the islamic community commemorated with a public prayer	0
2062	illegal aliens are more american than american citizens aoc 010819	0
2063	when you run over antifa protestors and you hear one being dragged	1
2064	she is a fast runner	0
2065	my girlfriend just freaked me out she gave me blowjob but insisted on roleplaying as a 14 year old fucking weird and gross i was like youre going to be 14 in a couple of years anyway whats the rush	0
2066	bruce jenners puppy	0
2067	this is nahir nahir is born in germany nahir is german this is fluffy fluffy is born in horse stable fluffy is a horse	1
2068	meanwhile at the isis strip club	0
2069	let me be clear i am a treasonous piece of shit	0
2070	when i finally snap and actually kill myself after years of saying i wanna die my friends you did it you crazy son of a bitch you did it	1
2071	this is what whoring pray yourself out to a bitches religion youve never followed looks like	0
2072	why didnt the if you dont like it you can leave people leave when obama was president	0
2073	when you find out theres an opening for the role of chewbacca	1
2074	youre a wizard motherfucker	0
2075	this thread needs more bacon	0
2076	when the squad is about to get lit	1
2077	your chicken is so rubbery goodyear called and asked for the recipe	0
2078	what do you get when you see bill cosby in double vision raped	0
2079	when you move away from india and find out you cant shit in the streets	1
2080	my liberal privilege liberal privilege kept me out of prison	0
2081	brett kavanaugh grabbed my penis	0
2082	the stocks were a public torture device that immobilized the feet of the punished person	0
2083	am i hearing the american people correctly you want to hand over all your means of protection and make it easier for terrorists to come into the country gotcha	0
2084	shit the dishwasher is broken again	1
2085	made rice krispies way before kellogs	0
2086	cotton candy is what makes the theme park wonderful	0
2087	if youre protesting against this man visiting the uk but protesting for this woman to return to the uk then youre practicing your freedom of speech	0
2088	oh my god im never drinking again	0
2089	in my country i am forced to keep my mouth shut here im free to talk trash about this country in hopes it changes into a country where im forced to keep my mouth shut	0
2090	israels target practice one childs eye is a mistake one hundred fiftynine is a policy	1
2091	my new boyfriend has dandruff you should give him head and shoulders how do you give shoulders	0
2092	i heard we had a rat problem in the barn time to clean house	0
2093	no one white cops hes black so im assuming that hes evil	1
2094	hey i just met you and this is crazy this is my grenade so blow me maybe	1
2095	that feeling when you get home and you can finally poop	0
2096	mohammed was a pedophile and a rapist true story	1
2097	if youre gonna go boating make sure you have the proper flotation devices	1
2098	so i bent him over like this and i made sure he felt the lord inside him	0
2099	me and my kids are going to rob this country blind at the expense of the very people that voted for me and theyre going to love it believe me bigly	0
2100	i got 99 problems and chromosomes are one	1
2101	no i dont want to kiss you i dont know why my girlfriend is mad	0
2102	still wondering why i was sweating watching cops	0
2103	when muslim people use km per hour instead of bomb per allah hu akbaar this is why i bomb people	1
2104	me want some ribs chinese person no me want some ribs made from house pets chinese person	0
2105	first gay pride parade cant wait making history	0
2106	this beef is so raw its eating the salad	0
2107	musslamic democrat ilhan omar has threatened members of congress shes told several republicans that shell send them shawarma to give them a taste of her culture share to say arrest her now	0
2108	white cop kills black man black man kills black man	1
2109	when your fifth wife eats grass from another guys hand	0
2110	when you stuff your jewish chicken before you give it a good roast	1
2111	mlk giving an inspirational speech	0
2112	i dont always jihad but when i do i kill the disabled	1
2113	how the co looks when he tells the crew were not getting mail on the next ras	0
2114	two powerful women in our country	0
2115	teacher alright class take out your calculators mohammed	0
2116	sharks dont attack him why they think its whale shit	1
2117	october 31 this year im gonna get through no nut november november 1 so that was a fucking lie	0
2118	dont be a fool it is a bomb	0
2119	i was told to make a fb pregnancy pic wife was not amused there are no mistakes just happy little accidents	0
2120	how muslims see us staring down the barrel of a 45 how we see muslims	1
2121	what she thinks youre doing when you dont answer your phone what youre actually doing	0
2122	go back to sleep your government is in control	0
2123	there is difference between violating muslims and other muslims dont get confused	0
2124	when you have scented pokeballs	0
2125	hurry up barack will be home soon	0
2126	lebanon before islam after islam but dont worry after islam takes over therell be a golden age apparently	0
2127	when your dishwasher is broken so you take it back to walmart to get a new one	0
2128	dont text me im in a meeting	0
2129	sad world history	0
2130	native american women	0
2131	harder harder thats a good boy	1
2132	cute getting ready to start kid her life too bad shes already fkn dead raped and murdered by an illegal immigrant	1
2133	the entire world the great war killed millions germany you gotta pump those numbers up	1
2134	yes man you were right i could have killed all the jews but i left some of them to let you know why i was killing them	1
2135	a good day for taking a selfie	0
2136	they want this not beause they love you they need to mix breed to preserve their species	1
2137	how do we destroy the patriarchy its simple we eat it	1
2138	you know its going to be a serious blow job when he puts his hair up in a manbun	0
2139	notice how the kenyan skidmark has been silent about the mueller report	1
2140	and that was the last time we let jr feed himself	0
2141	how does he drive his car he hits the gas	1
2142	wave hello make someone smile	0
2143	every life is precious	0
2144	best gamer ever 6 million kills 1 death	1
2145	go ahead report me they cant un unbutt hurt you the truth	0
2146	broken dishwasher for sale or rent	1
2147	making decent coffee	0
2148	burning them was a horrific event in the history	0
2149	im not saying that i hate donald trump but id unplug his life support to charge my cellphone	0
2150	when your goat tells you she aint on the pil	1
2151	when you successfully shot all the muslims in the mosquee but isis doesnt claim the assault	1
2152	whats wrong why are you mad oh you dont have any more food that sucks	0
2153	what did you hear on the wiretap barry he said he really is going to make america great again	0
2154	laughs in goatfucker	1
2155	these dogs watched over so many black families in the 	0
2156	anybody got an idea what to do with the immigrants	0
2157	when you cant wait for them to cut the cake	0
2158	this is how ignorant people will see rashida tlaib	0
2159	joe biden fought side by side with racist robert bird to stop school desegregation groper joe gave the eulogy at kkk leaders funeral	0
2160	have a coke and a smile regen always coca cola coke adds life ma nevermore coca cola	0
2161	for those of you ignorant to history there has already been a march for our lives and they were already disarmed	0
2162	your hate makes us stronger	0
2163	got a new slow cooker today	1
2164	they told me i could become anything so i became a scarecrow	0
2165	former first lady during an interview	0
2166	felt cute might kill your toddler later idk	0
2167	drinking wine is bad drinking camel piss is good	0
2168	how mexicans be like when they hear their friends kid is having a birthday party	1
2169	my kid when i say stop youre gonna get hurt 10 seconds later	0
2170	every man needs a decent coffee maker	0
2171	you can take the trash out of the trailer park but white trash will forever be white trash	1
2172	after group sex mohammed is very tired	0
2173	thanks for visiting	0
2174	and i shit you not this fucking eagle just comes out of nowhere	0
2175	men are like dogs were excited to see you and have no clue what youre mad about	0
2176	women deserve equal rights and support	0
2177	this piggy just wants to say have a wonderful day	0
2178	fleshlight	1
2179	when you cant decide whether to feel sorry for this man or just hate him	0
2180	when he asks you to get on top ride his meat but doesnt know youre gonna jam it in your butthole take his soul	0
2181	when you try to catch a dark type pokemon	0
2182	when muslims attack be prepared to fight back	1
2183	dark humor is like hitler some people call it wrong but i find it completely justified	1
2184	knows about you your family your children everything	0
2185	how much did the holla cost	0
2186	whats the difference between a cow and the holocaust you cant milk a cow for 75 years	1
2187	what i say about the gunman every time theres a mass shooting	1
2188	after a girl dies what organ in her body stays warm my dick	1
2189	whats the deal with the palestinian people theres no palestine and they arent people	1
2190	control the narrative still think all them shootings are done by black people they are playing chess not checkers	0
2191	me the first time my sweet beautiful baby boy ever brings a girl home to meet me why dont you go back to your home on whore island	0
2192	patrick kenneth x scandal lebron james	1
2193	when the ss officer is searching the house for jews and he hears shuffling under the floorboards this is where the fun begins what does ss stand for seriousnazis	1
2194	let me salute to hitler the great he said i would have killed all the jews of the world but i kept some to show the world why i killed them	1
2195	the feeling after a long day at work	0
2196	how many likes for this hero	1
2197	when mum tells you to rinse the vegetables	0
2198	crisis hotline how can i help wellim feeling suicidal great can you fly a plane	1
2199	this is not right	0
2200	that look when your father sells you for a goat	1
2201	feeling cute might kill 6 million lateridk	0
2202	basic white girl in her natural habitat this is what i imagine heaven looks like womenwholovewine wineaisle target whitegirlwasted	0
2203	i dont know who gave my child a whistle but i will find you and i will kill you	0
2204	a blow job a day will keep his side chicks away sasha grey	0
2205	the enemy within ilhan omar linda sarsour rashida tlaib the enemy has infiltrated congress	0
2206	we are not a rich nation but we know better than to tolerate islam so if you have ever wanted to visit africa keep amgola in mind	1
2207	the hollow coater	0
2208	you just ran past full retard and went straight to potato	1
2209	liz krueger ny state democratic senater wants to infiltrate the nra and take it over yeah just like she infiltrated mcdonalds all those years	0
2210	hide and seek european champion 19421944	1
2211	i dont know how to deal with criminals i guess ill take a shot at them	0
2212	all those in favour of bringing swedish women to america as refugees instead of muslims please like and share	1
2213	 place ugliest tranny	1
2214	homosexual	0
2215	when finishing a race is your passion	1
2216	every one is afraid of this man	0
2217	let me play with the chew toys	0
2218	hitler the leader of the nazis	0
2219	what do you call a black guy in a tree with a briefcase a black guy with briefcase	0
2220	 playstation vr required food simulator 18 18	0
2221	i dont always have a heat stroke and get frostbite in the same week but when i do i know im in kentucky	0
2222	having a terrible day please post your most offensive joke in the comments i feel like sulking but also laughing	0
2223	god will forgive you no matter what youve done sweet	0
2224	this is a snakes mouth it all makes fucking sense now	0
2225	hey look at me im a serial pedofile	0
2226	things white people do mass shootings smoke meth fuck their family members suck at sports steal from blacks fuck animals lie about being racist	1
2227	when you are on a cruise and you give the monkeys to much liqour	1
2228	saddle up motherfuckers its time to play cowboys	0
2229	i am pro oxygen sweet beautiful oxygen liberals	0
2230	friendship is for everyone	0
2231	stop asking we dont have to tell you where the money went collected 13 billion for haiti built 6 houses laws are for little people	0
2232	what if i told you the onramp is designed for you to reach the same speed as traffic before merging	0
2233	my actions killed over 9000 innocent people	0
2234	protect america from boatloads of refugees fleeing scandinavias socialist tyranny	1
2235	bruce jenners cat	0
2236	did we just become best friends yep wanna trade fucked up memes yep	0
2237	mr wilson you have to take your pill with water you cant crush it up and snort it off my tits	0
2238	i just got out of church just kidding im not that fucking retarded	1
2239	 me is in gifted class reads at a high school level is pretty good at math has a bright future depression im about to end this mans whole career	0
2240	mlk at the march on washington	0
2241	black people are trying to wake up	0
2242	me thinking about lunch after clocking in	0
2243	men that say they dont like a big fat booty probably prefer a big fat cock	0
2244	makes offensive heidi crowter meme looks down in shame	1
2245	we have 3 apples we give away 2 apples now calculate the radius on the bomb blast	1
2246	immigrant problem problem fixed	1
2247	everyone deserves a chance	0
2248	crisis hotline how can i help wellim feeling suicidal ok so whats the crisis	1
2249	the smell of not wearing deoderant	1
2250	they did not even leave dogs	0
2251	farm equipment and livestock dont mix	0
2252	heres a little song i call the talmudists are planning to kill us all	1
2253	obama family photo	0
2254	wait this isnt my dog	0
2255	transgenderman fallonfox brutally beats black woman in ufc match	0
2256	i agree hi 5 bro	0
2257	ben was born without eyelids so they circumcised him and used the skin the operation was a success hes just a little cockeyed	0
2258	who let this retard in this group	1
2259	starving mexican monkey eating peanuts	0
2260	wanna go masturbate fuck yeah masturbating	0
2261	it warms my heart seeing fathers spending time woth their kids	0
2262	oh look this thread again	0
2263	lets go staring contest	0
2264	people and dogs friendships that last	0
2265	being transgender is a mental illness its a rejection of reality leads to anxiety depression and in some cases selfmutilation andor suicide thats not healthy	1
2266	good fences make good neighbors bad neighbors make good fertilizer	0
2267	they will have a surgery soon	0
2268	i bought this brand new	0
2269	these are gangsters these are wankers	0
2270	its a beautiful day i think ill skip my meds and stir shit up a bit	0
2271	when all the porn sites are down so you search for a holocaust documentary improvise adapt overcome	1
2272	when you forget that your blind friend has a heightened sense of smell bro chop a fuckin line up for me	0
2273	mmmthis gas bill is getting expensive	0
2274	happy and stupid	0
2275	what doesnt kill you gives you a sick sense of humor miss t	0
2276	german british danish austrian diversity apparently we dont have it and these guys do iraqi pakistani syrian egyptian	0
2277	do i have to unbury hitler so he can show you how a fucking oven works	1
2278	you just went full goat fucker never go full goat fucker	0
2279	breaking news the people dont believe our bullshit anymore	0
2280	how can i get dat percap	1
2281	i like offending people because i think people who get offended should be offended	0
2282	did someone say gas	0
2283	when youre so relaxed you can feel yourself go to the next level	0
2284	how to cook turkey in usa how to cook turkey in romania	1
2285	some people hate trump some people hate hillary but everyone hates duke	0
2286	women should date men with beards beacuse growing a beard takes patience the kind of patience it takes to deal with your shit	0
2287	sorry i only grope women	1
2288	your purchase of 1999 comes to 2136 after theft	0
2289	you can see black lives matter	1
2290	when the dishwasher isnt working properly and you have no tecnical knowledge whatsoever so you just decide to talk to it and hope it starts working good luck	0
2291	game of throne team are thinking about building a documentary about hitler	0
2292	does this burka make my bomb look big	1
2293	cookie kunty seen in paris	0
2294	also my best friend emma says fuck off forever and ever	0
2295	keep yelling motherfuckers allah be with you shortly	1
2296	show me a better date ill wait	0
2297	lesbians when they spot a hot straight girl call me tina cos im gonna turner	0
2298	i felt a great disturbance in the force as if a million snowflakes all melted at once	0
2299	my new wife is like my car 12 years old and stolen from europe	1
2300	o yeah we got the nintendo switch hey goat yes human close your eyes goat ok human	0
2301	chocolate melts at 	1
2302	faceswap ching chong 100	1
2303	my face when im wating for my cookies to be done baking	0
2304	and to think i almost swallowed you	0
2305	what men want	0
2306	a phobia is an irrational fear a fear that muslims may be terrorists is not islamaophobia but a fear grounded in history experience and reality	1
2307	this bullshit started because of this bullshit thanks to this asshole	0
2308	orange is the new black	0
2309	this has nothing to do with this post but i have 2 barely fucked goats for sale	1
2310	when she likes her hair pulled	0
2311	adult peer pressure seeing your neighbor mowing their yard	0
2312	charles martel from the year 732 explains how he kept france safe from muslims i slaughtered every single one of those savages until they retreated back to the third world poverty stricken hell hole from which they came	1
2313	the hardest part of breaking up with a japanese girlfriend is having to drop the bomb on her twice before she gets it	1
2314	when the white kid youve been nice to passes you a book under the table and he wrote youre cool run out of the school when i give the signal	1
2315	take me out for dinner first then you have my permission to play lol	0
2316	when trnnies want to be accepted but they mutilate their bodies	1
2317	shoutout to all the ladies who dont gotta be half naked to get a mans attention the rest of you bitches come with me	0
2318	remember no matter how much you cry like a little bitch trump will still be your president	0
2319	ooof thats gotta hurt	0
2320	muslim in congress 2019 defund homeland security muslims in 2001	1
2321	vhen you are doing random stuff and realise you left the oven on	1
2322	lets end racism	1
2323	on ur way going to d church u see someone beating ur mum like dis what would you do	0
2324	i keep hitting the escape key but im still here	0
2325	arnold shootzanigger	1
2326	how you see it how the turkey sees it	0
2327	adding coolant when the farm equipment overheats	1
2328	straight outta the oven step one turn on the gas	0
2329	they want to be accepted for who they are yet therent able to accept themselves for who they are	1
2330	immigrant problem problem fixed	1
2331	interracial dating somting like that	1
2332	all part of satans plan the anti christ will come from this	0
2333	when the squad is about to get lit	1
2334	good things small packages	0
2335	making mashed potatoes	0
2336	when u forget to lock ur basement door and ur pets try to run away	1
2337	remind your father while hes carving the turkey that your sister prefers dark meat as you glance over at her bastard mixed race chilren	1
2338	how to get a black guy to see his baby	1
2339	not all men just want sex some just want to walk and talk about how ridiculous our firearm laws are	0
2340	god loves you all	0
2341	when your friend looks at you after the acid drops	0
2342	william shatner has discontinued his new line of ladies lingerie apparently shatner panties wasnt the best choice for a name	0
2343	when everybodys worried about their ex but youre just here enjoying your lemonade	0
2344	judgement day will not come until the muslims fight the jews and kill them	1
2345	if youre gonna go boating go with a party not by yourself	0
2346	skipped the last step on the stairs earned jump wings	0
2347	when a porn video features a tranny but then she turns out to be a midget too you had my curiosity but now you have my attention	1
2348	im a moderate muslim that means that while other muslims are putting bombs on your buses and raping your children ill be telling you that islam is peaceful protesting when you insult my religion and lobbying your government to take away your free speech a moderate muslim speaks	1
2349	everyone knows hitting appliances that stop working sometimes fixes the problem	0
2350	all these flavors and you choose to be salty	0
2351	how you gotta treat girls with smart mouths	1
2352	i went to walmart and picked up a new sandwich maker	1
2353	i am full that pho was good	0
2354	2 years of trump in office 37 indictments 8 years of obama in office 0 indictments	0
2355	i burned the food so black you know i had to do it	0
2356	ilhan omar a powerful woman of color	0
2357	and this is planet watermelon where the rivers are grape soda and fried chicken grows on trees	1
2358	i lost my mom somewhere whats she like big cocks and vodka	0
