	text	category
795	morgan freeman morgan not-so-freeman	0
796	after a hard day of work mohammed is very tired	0
797	i am your equal!! spend money on me!!	0
798	long story short askies, age restriction okay?	0
799	i went to school and nikker cheated, ahh fuck	1
800	do you like kids? because i'm going to turn your mouth into a daycare	0
801	japanese fashion trends	0
802	"put'n the ""ham"" in mohamed"	1
803	this is what happens when you don't spank your kids	0
804	i got kicked out of hogwarts for using black magic	0
805	you know like when the tv doesn't work you give it a hard hit and then its all better	0
806	i made a website for orphans it doesn't have a home page	0
807	i only wear silk panties cotton ones remind me of slavery	0
808	thank god my ass needed a break	0
809	birthday because i don't care if it's happy	0
810	should i call a plumber or a electrician?	0
811	puts on sunblock doesn't protect from harmful rays	0
812	look son a dipshit that just made a nonpolitical post into a political one	0
813	why does the goat look wiser	0
814	not my president not my residents	1
815	mama i just killed a man	0
816	mandatory vaccinations without exemptions. i do nazi see the problem..	1
817	we should all be like muslims and not eat pork bc pigs are too cute	0
818	those are some clean burning jews i tell ya h'wat	1
819	i'm uncertain where i stand on abortion.. i like killing babies, but hate the idea of giving women a choice	1
820	yo dawg i heard you loved chinese food so i ordered take out	0
821	when you finally headshot 150 black people	1
822	so your not a whore ? half a gram says you are	0
823	heartbreaking i weep for limp dicks everyday	0
824	life handed me lemons so i fucked them and gave them lemon-aids	0
825	they did not even leave dogs	0
826	don't forget guys may is buy your wife a new gun month	0
827	*pulls pizza out of oven* everyone else at auschwitz:	1
828	there are three types of girls	0
829	so i was sucking on her t*ts then the husband walks in and i just sk*t myself	0
830	showing skin '' since you don't have anything else to offer '	0
831	children trying to stay cool in the water	0
832	my goal for 2018 is to accomplish the goals of 2017 which i should have done in 2016 because i promised them in 2014 and planned them in 2013	0
833	talk about everything is better in two's	0
834	when your fifth wife eats grass from another guys hand	1
835	when i was a kid i thought black people were made from anal sex	1
836	where's this bird box everyone's taking about?	0
837	enjoying new loungewear when it's chilly outside	0
838	teacher : dont make any explosives inside the lab *le mohammed :	1
839	oh look... it's the wetern feminist movement when it comes to islam and sharia law	0
840	"my girlfriend said ""no more sex in our bed until you put a ring on it"" i really hope that she likes it"	0
841	this would be racist if black people could read	1
842	pork is unclean? ever smell one of these goat fuckers?	1
843	i went to ride my bike today!	0
844	i am a test dummy	0
845	i want your feet to be my kid's jannah	0
846	each oven could only burn less than 6000 bodies per year, or the metal would fracture tone	0
847	i don't think abortion is wrong if i was raped i wouldn't won't some black baby in me either	1
848	when someone tries to rape you but you rape him instead improvise. adapt. overcome	0
849	starving mexican monkey eating peanuts	1
850	why isn't my drain working? probably cause the pipe's black	1
851	white girls stepped their game up	0
852	why the fuck is this not already a meme?	0
853	i am not gay.. i am a man who turned into a woman after a bee sting and now i am attracted to men. rellly. trust me	1
854	hahaha... fuck you bitch	0
855	they want this because they found love in eachother	0
856	the name's todd.. retodd	1
857	how do you make a 4 yr old cry twice? wipe your bloody cock off on their teddy bear	0
858	grabbing guns because criminals have too many is like castrating yourself because your neighbor has too many kids.	0
859	meanwhile at the isis strip club	0
860	let's go! staring contest!	0
861	what's the worst part of being black and jewish? having to sit at the back of the gas chamber that's reich	1
862	we cannot arm teachers it violates the rights of the shooter	0
863	why did god create them? so they could understand each other and hate each other	0
864	what you really mean when you say your going to the bathroom	0
865	when cops question someone who just got robbed did anything seem strange? like maybe something black?	1
866	mom : can you mash the vegies me :	0
867	dear girls, before you call a guy ugly, just remember he does not wear make up	0
868	when you get caught jacking off to the snapchat girl filter of yourself that wasn't me that was patricia	0
869	men are like dogs we re excited to see you... and have no clue what you're mad about	1
870	when you and your squad rest after a long day protesting trump	0
871	i swear i put sunscreen on!	0
872	say cheese! photobomb	0
873	largest drug bust in u.s. history.... 2 tons of crack!!	0
874	future sex slaves welcome their muslim masters	1
875	hundreds have gathered at a volkswagen owners meet up according to nasa, the glow from their check engine lights could be seen from space	0
876	i may be blind but at least i'm not black	1
877	hello my lgbtq+ friends it's pride month so free shots for everyone!	0
878	back to the... hall of fame 19th annual rock and roll	0
879	when they become besties over the same dude	0
880	i wanna see the most fucked up meme. lets see what you got	0
881	"when someone says ""show me in the bible where it says jesus command gays should be out to death?"" leviticus 20:13"	1
882	what does a baby from auschwitz look like?	0
883	#treason anti-american democrat adam schiff funded by america-hating george soros	0
884	canadian border jumper detained by american patriot	0
885	when the dishwasher isn't working properly and you have no tecnical knowledge whatsoever so you just decide to talk to it and hope it starts working good luck	0
886	who you are inside matters more than how you want others to see you	0
887	red wine? that's a lifestyle choice	0
888	this is a snakes mouth it all makes fucking sense now	0
889	when the teacher leaves the room and the retarded kid puts his dick in the pencil sharpener	1
890	has more skeletons in her closet than jeffrey dahmer	0
891	i enjoyed watching the king kong movie	0
892	"instead of being ""born again"" why not just grow up?"	1
893	abyssynian slaves in iron collars	0
894	i only wear silk panties cotton ones remind me of slavery	0
895	when you ask the jewish girl for her number and she starts rolling up her sleeve	1
896	have you ever tired ethiopian food? they say its delicious	0
897	if trump isn't hitler, then i'm i'm a moron well i'm certainly not gonna argue with that	0
898	how to wink at a muslim	0
899	you think your day was bad? these two didn't get accepted to the same college	0
900	it hurts the poor muslim's feelings? well, whoopty doo... this aint arabia meathead	1
901	i came to fingerpaint and fuck and im all out of poop	0
902	no more tears next time walk, do not run	0
903	if you think the crakkka of today is different from the crakka 500 years ago, you're a damn fool	0
904	when you're not fit but you know you're still majestic af	0
905	"think we just discovered ""cop crack"" bacon wrapped donuts mother of god"	0
906	this isn't even my final form	0
907	muslims when someone uses kilometres per hour instead of wifes per child sex slaves	1
908	cameraman: i don't understan- psychic kid: trust me this will be really funny someday	0
909	no one: steven hawking	0
910	beheaded, shot and stoned to death: 369 trans people killed this year you gotta pump those numbers up. those are rookie numbers	1
911	let me be perfectly clear... i will never stop lying to you suckers!!!	0
912	i got back with my ex box360	0
913	lovely couch you have here it'd be a shame if someone were to shit on it	0
914	i'm proud to be rude and crude and crass, i'm proud to be a redneck piece of white trash	1
915	bro u dont watch idubbbz? bro.... thats kinda cringe	0
916	"parents will lie to their children about why they celebrate thanks giving christmas easter and holloween they have the nerve to tell the children ""don't you ever lie to me"""	0
917	news from 20th century	0
918	fidget spinner for woman	0
919	when you are that ugly you don't have a choice	0
920	assad: my son is smarter than yours, lol hamid:	0
921	everyone is excited for the baby to come	0
922	the numbers are supposed to go down, not up!	0
923	oh boy i hope i get out of here so i can go home and check on my dog	0
924	kenyan shit	0
925	when you slap your dishwasher too hard	0
926	worst pijama party ever	0
927	without the wall copied to clipboard this is what we get!	0
928	if you're gonna screenshot a meme at least crop out the black space	0
929	yeah, i hear you i just don't give a fuck	0
930	old yearbook photo of a cute child	0
931	african american leaders organizing the la riots april 29, 1992	0
932	"so you're telling me that black people ""stole"" the n-word from white people? typical"	1
933	dumbass fucking white people marking up the internet with their opinions like dogs pissing on fire hydrants. ~ sarah jeong, nyt editor the new york times	1
934	i wanna see the most fucked up meme. lets see what you got	0
935	happy birthday sister	0
936	which jewish girl is hotter?	1
937	hey, i just met you, and this is crazy, this is my mad face so i might be angry	0
938	white people dont shoot eachother in the streets like black people do we do it in schools, because we have class	1
939	you! out of the gene pool now	0
940	i like my rice crispy please	0
941	they told me i would miss my family i never miss at close range	0
942	white people after 10 shots black people after 10 shots	0
943	he asked me if its permissible to smoke marijuana in muslim country. so i told him in our contries only gays get stoned	1
944	2 years on the job... 4 million jobs gained 1 month on the job... 25,000 jobs lost	0
945	how!? can i get dat percap?	0
946	true strength comes from within	0
947	no. no man. shit no man. i believe you get your ass kicked saying some sumthin like that man	0
948	i put the ape in rape	0
949	russian flag	0
950	we can do it best!	0
951	i'm just gon sit here & mind my business	0
952	i support terrorists because they're pea brains like me	0
953	"here's a little song i call ""the talmudists are planning to kill us all"""	1
954	when you can't wait for them to cut the cake	0
955	alright i'm going to let go now	0
956	i don't always roll a joint but when i do it's my ankle	0
957	bitches be like at the beach with my besties	1
958	what the fuck am i looking at	0
959	when people say you have an explosive personality	0
960	says he's going to destroy isis too scared to speak in chicago	0
961	once a year, women go completely crazy for about 365 days	0
962	"take advantage of u.n. and foreign aid-funded housing and benefits ""death to the west!"""	0
963	carribbean women	0
964	half my problems are caused by my tone of voice & sarcasm everyone thinks i'm either mad, arguing, or just an asshole while actually i'm just talking	0
965	the look after you told your mom you cleaned your room	0
966	want proof firefighters do it better? ask a police officer's wife	0
967	when she on top & you trynna catch a titty	0
968	on the way to go play	0
969	extremist are brain washing the children	0
970	even if you cut your penis you will never be a woman	1
971	six years kid: i want to be an architecht, when i grow up cancer: i'm about to end this man's whole career	1
972	when abortion is illegal so you become an anti-vax parent improvise. adapt. overcome	0
973	all these flavors and you choose to be salty	0
974	"normal people: ""black squirrel"" me: ""squigga"""	1
975	did you know that the chinese eat dogs disgusting savages	1
976	dogs are cute, great compantions, and can be taught to obey and protect. a better option than a gun	0
977	slipped and hit the bathtub now everyone is asking if things are okay at home	0
978	i have no idea how to do your job but my book says you're doing it wrong	0
979	how i feel after the all you can eat buffett	0
980	and then they said... what about the irish slaves??	1
981	yeah bitches totalinarism is a sham	0
982	ready for a king of the hill marathon?	0
983	you rape em we scrape em no fetus can defetus	1
984	"""hi. i'm the electrician. i'm here to remove your shorts, and check your box."""	0
985	back in my day blowing a tranny meant car trouble	1
986	meanwhile at the isis strip club	0
987	i had a bad dream about the ku klux klan	0
988	meanwhile at the isis strip club	0
989	"william shatner has discontinued his new line of ladies lingerie apparently ""shatner panties"" wasn't the best choice for a name"	0
990	"musslamic democrat, ilhan omar, has threatend members of congress she's told several republicans that shel'll send them ""shawarma"", to ""give them a taste of her culture"" share to say arrest her now!"	1
991	hotline to : allah pull pin hold to ear then wait for dial tone	1
992	i told a girl to text me when she got home. she must be homeless	0
993	emperor haile selassie i world tour a.k.a. ethiopia on the march	0
994	how to get a black guy to see his baby	1
995	been talking shit about trump since day one. now crying like bitches after getting called out	0
996	this would be racist if black people could read	1
997	i'm not any different	0
998	when dudes try to be funny at the club i'm sorry, is this some sort of peasant joke that i'm too rich to understand?	0
999	the last thing a tr*nsexual sees before it gets sent to hell	1
1000	ultimate terrorist lure position decoy and wait	0
1001	am i gonna wish you happy birthday? dafuq else im'a do	0
1002	my liberal privilege liberal privilege kept me out of prison	0
1003	a group of men	0
1004	oh look he already has an arrest warrant	0
1005	assad: my son exploded better than yours, lol hamid:	0
1006	i love coke more than pepsi	0
1007	i am peacful! don't believe me? then i will blow you up	1
1008	when you forget who you are, you too forget who they are	0
1009	everyone wants me to read the constitution but it's written in cursive	0
1010	bitch.. shut your ugly crack addict looking, poor white trash ass up	1
1011	when you're still alive after years of destructive alcohol and drug abuse  life, uh, finds a way	0
1012	"be fake, just to fit in i can't, my life was hard, i been through to much""real"" shit"	0
1013	"i didn't say i wanted to hang the gays, i said ""i prefer gay men to be hung"""	1
1014	good morning	0
1015	"instead of being ""born again"" why not just grow up?"	0
1016	you will never see refugees from america. when things turn to shit, we don't run to another country. we dust off our guns and fix it	0
1017	dad, does wanking give you big muscles i don't know son, but don't stop now, i'm about to cum	0
1018	former first lady during an interview	0
1019	the difference between moderate muslim and radical muslim follow my allah or i kill you! radical muslim follow my allah or he kill you moderate muslim	1
1020	i fuck goats allah is great!	1
1021	i'm not gay, but for 20$ you can ramit inmah ashol	1
1022	so there is this new implant that can actually fix stupid	0
1023	this pork is so raw its ramadan time muslims worship piggy	1
1024	any time you have to rely upon your enemy for a job you're in bad shape!	0
1025	we can kill as many as we want and your stupid government keeps bringing us in	1
1026	if you think t willl stop eating palony and viannas voetsek!!! stupid no brain here	0
1027	her: you must be retarded if you think we fucking me:	1
1028	stop confusing illegal aliens with immigrants	0
1029	the hollow coa$ter	0
1030	i love pudding pudding my dick where it doesn't belong	0
1031	nipsey hussle?? didn't that boy pick cotton for me	1
1032	"""i'd like a book on suicide."" ""fuck off. you won't bring it back."""	1
1033	it's not a hijab it's a diaper for people with shit for brains	1
1034	they will have a surgery soon	0
1035	first they laugh then they imitate	0
1036	you know what really grinds my gears? niggers	1
1037	"the city of seattle leaves poop on their sidewalks ...because hosing it off is ""racially insensitive"""	1
1038	a good day for taking a selfie	0
1039	"*hits blunt* 'dog food lid' spelled backwards is ""dildo of god'"	0
1040	scientist are working hard to cure them all	0
1041	manual tranny automatic tranny rebuilt tranny	1
1042	it looks like you're pregnant i'm pregnant?! no, but it looks like you are..	0
1043	august, 1945: the last words of the would co-pilot moments before he total destruction on hiroshima unleash i hope these rice people like mushrooms!	1
1044	that look when you find out your husband isn't coming home from the mosque	1
1045	there is no hindu terrorism in india. what if say it isn't true? will shoot you dead	1
1046	when the squad's in town and yall ready to go to the hoe down	0
1047	hello my lgbtq+ friends it's pride month so free shots for everyone!	1
1048	the face i make when the media calls bruce jenner catlyn jenner	0
1049	when your girlfriend buys a dishwasher this is getting out of hand. now there are two of them!	1
1050	bitch please we both know that's a lie	0
1051	guess who got reported again by some weak minded asshole	0
1052	that's enough facebook for today this sammich isn't going to make itself	0
1053	all kinds of people may worship odin except gays, jews, transgender, sex workers, arabs, asians, non whites, hispanics, and niggers	1
1054	if you have guns and children, gun safety should be a priority	0
1055	"i married my brother to commit immigration fraud this makes her an illegal alien, ineligible for congress and deportable! ice, where are you? """	0
1056	after group sex mohammed is very tired	1
1057	it's racist to call me a goat humper even though i hump goats	1
1058	so much trash we need a garbage collector	0
1059	step one: turn on the gas	1
1060	illegal aliens immigrants	0
1061	my first act? getting rid of the smell he brought to the house	1
1062	yes let the hate flow through you	0
1063	if i had a dollar for every racist thing i've said... some black motherfucker would probably rob me	1
1064	nobody: arabic talk show: good morning i hate women	1
1065	i don't always fuck midgets but when i do, i go balls deep	1
1066	killing black people is like saying the n-word.. they do it all the time, but get really angry when white people join in	1
1067	don't mind me i'm only watering my muslims	1
1068	you just went full goat fucker never go full goat fucker	0
1069	nevermind ... i'll just wait here	0
1070	send him to... meowschwitz	0
1071	kids be like just wait till i get out of time out	0
1072	when she says you're like a brother to her, but y'all live in alabama so iz we fuckin or nah?	0
1073	only about time i make it as a character on street fighter	0
1074	life handed me lemons so i fucked them and gave them lemon-aids	0
1075	god wasted a good asshole when he put teeth in your mouth	0
1076	when a badge and gun aren't enough to cope with your fragile senses of self worth and masculinity: roadhouse!	0
1077	your hate makes us stronger	0
1078	when you can smell shit but you're not sure if it's his arse or your hands	1
1079	the pic after saying i didnt drink that much last night to your friends	0
1080	when you get kicked out the library for putting women's rights books in the fiction section i'm right	1
1081	police academy graduation ceremony	0
1082	washington and cornwallis at laguardia	0
1083	proof you can be a fruit and a vegetable	0
1084	that chicken was so black the police just arrested it	1
1085	meanwhile at the isis strip club	0
1086	i have no idea how to do your job but my book says you're doing it wrong	0
1087	praise allah! our 72 virgins	1
1088	single black mothers with multiple children by different men created the modern day ghetto	1
1089	when her toes start throwing up gang signs u hit that spot	0
1090	i got some down bitches i can call	1
1091	friday nights be like	0
1092	honor killings are part of our culture well then, it will be my honor to kill you all	1
1093	they want this not because they love you they need to mix breed to preserve their species	0
1094	i cannot comment on your mother because cows are sacred in my country	1
1095	"dear ""mrs.imtoogoodtoanswermydms"" this will be the last dick pic i ever send your ass. it's been 6 months and still no nudes, don't deserve it. know you got my last dick pic, i put the filter on it perfect"	0
1096	coming home wasted at 6am and seeing people jogging look at these assholes	0
1097	running away from racism like:	0
1098	white people is this a shooting range?	0
1099	wnen you're walking home and come across a naked corpse i shouldn't	0
1100	the only thing more vile than the attitude of these anti americans.. is the absolute ignorance of the delusional people that voted for them	0
1101	don't make me kill yourself because that's how you get me to kill yourself	0
1102	when each letter is a mental disorder	1
1103	can't get enough save palestinian kids	0
1104	saddle up boys!!! time too play cowboys	0
1105	after waking up in the dark, while sick what year is it	0
1106	"""we asked 100 normal people what do you associate with islam?"" terrorism 28 paedophilia 25 hate preaching 20 unwelcome invaders 10 excessive breeders 7 goat fuckers 5 i think the missing answer is peace? if it's there i'll give you money myself"	1
1107	"finds ringtone that says ""amen"" no longer has to silence phone in church service"	0
1108	cute female amputee	0
1109	i have a dream  that one day my people will not act like animals	1
1110	oh! big surprise he does this you had the steak! i seem to i only had a salad every time! have forgotten my wallet. 13 jews splitting the check	1
1111	when you're broke af but still gotta buy christmas gifts	0
1112	when your history teacher starts talking about the holocaust ''	1
1113	what's the difference between an elevator and a black guy... an elevator can raise a kid	1
1114	that face you make when you smell something funny	0
1115	i'm starting to understand both the appeal of and the demand for sex robots	0
1116	they're just like eggs better when beaten well	0
1117	you've been hungerstruck!	0
1118	he didn't let his disability hold him back	0
1119	stephen hawking reincarnated as a chair	1
1120	what is the difference between an illegal immigrant and e.t.? e.t. learned to speak english and wanted to go home!	1
1121	"just banged a girl that stutters finished before she could say ""no"""	1
1122	so then we told them cannabis is dangerous and pharmaceuticals are good for you	0
1123	when instagram notifies you that someone is going live the fuck that gotta do with me	0
1124	i made a website for orphans it doesn't have a home page	0
1125	"""did you sleep well?"" ""like god during the holocaust"""	1
1126	that is so wrong! should wear a helmet	0
1127	its cool were divorced but we will always be cousins	0
1128	"i don't have ex's. i have y's. like, ""y the hell did i date you?!?"""	0
1129	sorry i annoyed you by making you do your job	0
1130	he looks hammered to me better nail him!!!	0
1131	you see that?? it means get the fuck back to the kitchen	1
1132	i suffer from that disorder where i speak the truth and it pisses people off	0
1133	when you have scented pokeballs	0
1134	that look when you just sucked 3 dicks for an 8 ball of baking soda	0
1135	anne frank hid from the nazis for 2 years	0
1136	america is made from immigrants. period. we are a melting pot of diverse people	0
1137	yeah bitches 6,000,000 kill streak	0
1138	face of terrorism in us	0
1139	when the whole family wants to go on the party boat	0
1140	sea monkeys	0
1141	my favorite vegetable is me!	1
1142	michael you can afford it	0
1143	years ago slaves would be used for farming	0
1144	i told on you, she's pissed	0
1145	racism is realizing that these are not the same species	0
1146	not sure if you're being funny or stupid	0
1147	you can be happy and smiling in any situation	0
1148	showing the kids you can do it too	0
1149	my president sitting with a traitor and his tranny wife	1
1150	recruiter added me on linkedin so i guess things are getting pretty serious	0
1151	"when your teenager ""cleans his room"	0
1152	don't mind me just watering my muslims	1
1153	muslim porn star	0
1154	these aren't people	0
1155	look mommy. that woman on tv is wearing my diaper on her head... it's okay honey. she has shit for brains	1
1156	when i grow up i want to be a scientist	0
1157	all these flavors and you choose to be salty	0
1158	burn them all that's my girl	1
1159	once a year, women go completely crazy for about 365 days	1
1160	when you come home early and catch your 5th son from 3rd wife in an objectionable position with your favoutrite goat	1
1161	i'm not sorry	0
1162	when your white friends invite you to dinner and tell you to bring whatever you want	0
1163	"when you get arrested and the cop says ""you have the right to remain silent"" but you're happy because finally you have a right"	1
1164	the face she makes when you hit the g-spot	0
1165	the closest i've come to murder is holding oreos under the milk until the bubbling stops	0
1166	"""no samuel, the star does not mean you're sheriff now"""	1
1167	"everyone told me ''he is gonna leave"""	1
1168	i swear harvey's been chasing the same fly for the last 13 years	1
1169	white kids be like i'm killing everybody, watch	0
1170	duramax owners be like smokes like a freight train	0
1171	look! johnny knoxville! it's ba'am!	0
1172	heeeeaad shoulders wheel and frame wheel and frame	1
1173	this violence will not be tolerated ! only we're allowed to do that !	0
1174	honor killings are part of our culture well then, it will be my honor to kill you all	1
1175	everyone wants colonel sanders autograph when they see him out in public	0
1176	look son... another terror attack by peaceful muslims!	1
1177	fuck off ya orange bastards	0
1178	"i didn't have kids so others could take care of them while i ""enjoy"" life everything can wait. i have a child that needs a mom. my priority. my responsibility. my life"	0
1179	cosby trump why is this guy the only one convicted? matt lauei harvey weinstein bill o'reily charlie sheen	0
1180	when you think of a cute idea for maternity pictures	0
1181	i normally rape goats. but little boys are okay	1
1182	this one time at camp we got so baked	0
1183	don't shoot im unarmed	1
1184	wax on whacks off	0
1185	has an orgasm... ...shoots out tranny fluid	1
1186	yea, if you could go ahead and explain memes that'd be great!	0
1187	lmco laugh my cock off	0
1188	a lamp post in a busy countryside street	1
1189	you can hide but you can't run	1
1190	"here's a simple grammar question leeroy! ""what comes between two intimate and independent clauses?"" a semicolon"	0
1191	is a mental illness. being transgender it's a rejection of reality, leads to anxiety, depression, and in some cases self-mutilation and/or suicide. that's not healthy	1
1192	they violated human rights	0
1193	i'm sure people who lived in the bible where whites there's no way black people would kill someone who turned water to wine	1
1194	these kids need elf on a shelf to behave? that's cute. we had belt on a shelf	0
1195	the face you make after you nut and the goat keeps sucking	0
1196	jesus take the wheel. carlos, you take the stereo. and i'll take lookout	1
1197	i caught my goat cheating on me!	1
1198	women of power	0
1199	go trump maga white power 2020 kill every race we don't want them fucking our white women	1
1200	rep. ilhan omar: 9/11 was 'some people did something' here's your something 2977 people dead by terrorism	0
1201	okay now make sure to get my good side	0
1202	meanwhile at the isis strip club	0
1203	ever notice that everything deemed evil by god liberals are for?	0
1204	not sure if i should steal or purchase with food stamps	0
1205	when your girl is crazy and she finds your side chick	0
1206	healthcare is a right and the government should pay for it guns are a right, should the government pay for them too?	0
1207	where's the chex mix	0
1208	*violently hitting your favorite punching bag* the other $20 crack whore	1
1209	i'm not saying it was muslims but it was muslims	0
1210	my goal for 2018 is to accomplish the goals of 2017 which i hould have done in 2016 because i promised them in 2014and planned them in 2013	0
1211	see? i fuckin told you a little foil on top keeps them jewsy medium rare is best	1
1212	i hate christians  they all make generalizations about people	1
1213	a school bus that was engulfed in flames	0
1214	the people who give a fuck are right over there	0
1215	smoochies from donald on your birthday!!!	0
1216	a muslim '' '' party	0
1217	ay man, how ya been?	0
1218	ever tried african food? niether have they	1
1219	football season is once again upon us my brothahs can i get an amen?!	0
1220	when you cousin gives you a christmas gift and its not a blowjob so, thanks for nothing. merry christmas	0
1221	a local market	0
1222	ilhan omar a powerful woman of color	0
1223	where's jaws when you need him ?	0
1224	shut up, slave! happy 4th of july boss!	1
1225	i'm not saying you're retarded but you're retarded	1
1226	original black friday sale	1
1227	ww2 was not a game	0
1228	an expensive netflix bill? i did nazi that coming	0
1229	peace is love	0
1230	they will soon be extinct	1
1231	that feeling when you get home and you can finally poop	0
1232	when one of your neighbor's needs help now this looks like a job for me	0
1233	a black man invention	0
1234	it didn't happen because of the actions of one man it happened because of people who were 'just doing their jobs'	1
1235	when you can hear mom getting taken to pound town on the fuck truck and all you can hear is her queef and grunt like wildebeest	0
1236	two muslims walk into a bar boom boom!!	1
1237	this is adam schiff -democrat- house intelligence chairman, on record to have seen overwhelming evidence mueller report delivered 3/22/19 of collusion why more investigations? just ask this clown for what, exactly, he has seen	0
1238	when you eat your rehab romance booty in the laundry room but she's day 3 sick	0
1239	oh you're offended i'm sure i have some thicker skin for you in the back	0
1240	when i grow up i'm going to blow up	1
1241	when your dad goes off to do his suicide bombing fuck your sister and it's your turn to and your mother	1
1242	weekend friendship brunch date	0
1243	the ink pen has always been one of the most deadliest weapons of the caucasian with it he can sign your life away to poverty, prison, and slavery	1
1244	need for speed: africa	0
1245	me: puts bag of popcorn into the microwave every one else at the senior center:	1
1246	me: wanna watch porn or golf? her: porn. you already know how to golf	0
1247	here's to you obama, your transgender agenda helped me fish out all the mentally ill on my friends list	1
1248	i married my brother to commit immigration fraud this makes her an illegal alien, ineligible for congress and deportable! ice, where are you?	0
1249	jamal! im pregnant!!!	1
1250	hide and seek european champion  1942-1944	1
1251	"i realized i have a road rage problem when my kid started yelling: ""pick a lane asshole!"" while in my grocery cart"	0
1252	groom excited on his wedding day	0
1253	me and the boys after killing innocent people in a bomb blast	1
1254	squidward setting the kitchen on fire	0
1255	i just got out of church... just kidding, i'm not that fucking retarded.	1
1256	"""scientists have discovered that they have a lot of intelligent dna unfortunately most of them spit it out"""	0
1257	need a job? the democrat party is hiring no experience or intelligence required	0
1258	its national hebrew day go pick up a hot jewish girl	0
1259	cheers to all my haters! be patient. so much more is coming	0
1260	muslims in 2001 defund homeland security! muslim in congress 2019	1
1261	immigrantswave our flag invaders wave their own	1
1262	i want to be inside your lady garden gnomesaying?	0
1263	when your teacher and classmates make fun of you for being bad at math so you decide to teach them 7.62x39	1
1264	i wish you never exsisted	0
1265	whoever photoshopped this is a huge jerk	0
1266	"""you forget to turn off your cooker in time and steam and water everywhere"""	0
1267	why are liberals so angry? its not like republicans can take their slaves away again.	1
1268	when everyone who has been calling you racist for the past 2 years are pedophiles	0
1269	gays hanging out in the muslim world	1
1270	young muslim woman in a hijab stands at the doorway	0
1271	i haven't seen a taco this shitty since my wife started wiping back to front	0
1272	has anyone seen gary? gary is about this tall	0
1273	how you guys think you looks like but when pados wale pandit jee sees you taba renso	0
1274	feel that? it used to belong to bruce jenner!	1
1275	make america great again	0
1276	me: *turns the oven to 450 degrees* everyone else at auschwitz:	1
1277	this is what it's like to turn yourself in	0
1278	cop: please step out of the car me: i'm too fucked up. you get in	0
1279	i was raped in jail, mom dad takes monopoly way too seriously	0
1280	fuck multiculturalism have white babies	1
1281	you're so full of shit even your eyes are brown!	0
1282	i killed a mouse for you.. i'll do anything for you...anything	0
1283	you're entitled to nothing want it? earn it	0
1284	absolutely haram absolutely halal	1
1285	oh, addiction isn't a disease because it started with a choice?? tell me more about how the chlamydia in your crotch isn't a disease, yet it started with a choice	0
1286	bull shit, the evolved form of ape man	1
1287	in my country i am forced to keep my mouth shut. here i'm free to talk trash about this country in hopes it changes into a country where i'm forced to keep my mouth shut	1
1288	i'm offended, you can't say that! nooooo, i can, i did and i probably will again!	0
1289	when someone starts telling you a story and you already know they're full of shit	0
1290	anjem choudary wants this removed because he says it insults islam. so i thought fuck it, why not share!	0
1291	you're one ugly motherfucker	0
1292	i like my refugees like i like my pasta limp and floating in water	1
1293	fucks a goat fucks a goat	1
1294	laughs in 52% of us crime rate	1
1295	but dad please respect the rights of trans kids, it's who i reall- i am going to beat your ass until it's a bloody pulp you hear? no son of mine is going to be a goddamn woman!	1
1296	all men are animals baby, some just make better pets than others	1
1297	"""whatever we once were ""the future must not belong to those who slander we are no longer a christian nation"" the prophet of islam """	0
1298	when you're going 90 mph in a school zone and the pre-schoolers are crossing the street this is where the fun begins	0
1299	that moment you realize if you turn your head you're a dead man	0
1300	men that say they don't like a big fat booty probably prefer a big fat cock	0
1301	remember the past to save the future	0
1302	and then he said that he could only 6 burgers	0
1303	"that's right canada! we used your tax dollars to purchase the pipeline so it would never get built!"". the destruction of canada is the plan, just ask our boss!"" who could imagine well done! that canadians are that stupid?"	1
1304	"the most popular, but least talked about, white trash barbie! kids b like ""not my fault you didn't pay the cable!"""	1
1305	gets mad about film portraying muslims as murderous savages responds by being a murdering savage	1
1306	"""stupid bitch"" is not a race"	0
1307	don't let that sit out for too long	0
1308	me and the boys after killing innocent people in a bomb blast	0
1309	pineapple on pizza in front of a confederate flag let's see how many people we can get pissed off	0
1310	let me make this clear: if you are on my friends list, you are my friend. i do not copy and paste your post to prove i pay attention to you if you need attention that bad, i suggest a puppy	0
1311	when you're on your way to worship allah but you forgot your prayer rug	0
1312	get your fucking hawns aff ma willy	0
1313	my face when im wating for my cookies to be done baking	0
1314	what do you get when you cross harvey price with a pritt stick? a sticky black spastic	1
1315	been talking shit about trump since day one now crying like bitches after getting called out	0
1316	you've been drinking beer, i smell it on your breath . no, i've been eating frogs' legs. what you smell is the hops	0
1317	when he's attractive but not kinky it's a shame because he has so much potential	0
1318	"girls reaction when teacher says ""get out of class"" boys reaction gorilla in a fuckin coupe reaction"	1
1319	what can happen if you eat wheaties for 38 years	0
1320	am i allowed to watch excuse me, miss? the cowboys game here? of course, sir. it is 2019. you're allowed to be gay anywhere	0
1321	shit someone added too much soap to the dishwasher again	0
1322	ramadan begins may 27 bombathon ends june 24	1
1323	my mom says if i get 1m likes they'll pull the plug	1
1324	you think im cute? aww, get otter here	0
1325	"old people at weddings always poke me and say ""you're next."" so, i started doing the same thing to them at funerals"	0
1326	that face she makes when ahmed hits the g-spot	1
1327	what's the difference between an illegal immigrant and e.t.? e.t. learned to speak english and he wanted to go home!	1
