text	category
when you offer to get someone stoned and they decline	0
where's jaws when you need him?	0
all part of satan's plan. the anti christ will come from this	0
the name's todd... retodd	1
when you're not only the gay friend but also have the sickest memes	0
when your moms plastic an you're a spastic tragedy!!	0
sooo gorillas really are humans	1
omg quick, someone call hasmat smells like a concentration camp	1
"when you get arrested and the cop says ""you have the right to remain silent"" but you're happy because finally you have a right"	0
things white people do fuck their family members mass shootings smoke meth steal from blacks suck at sports fuck animals lie about being racist	1
horses don't see black or white people. they just see food	0
women are like volcanoes. both stay calm for extended periods of time before exploding and killing everything in their path then, they're calm, again	1
"""when thor throws his hammer, he is ""serving justice"" when i throw a hammer, i ""have anger management issues"""	0
when your step sister says she wants to have a forehead competition	0
when you move away from india and find out you can't shit in the streets	1
i love you, couch. you understand me	0
you can wear whatever you choose no one should judge you	0
baked potatoes for everyone	0
that look when you find out the fbi is after you.. and michelle obama ain't answering her phone no more	0
what!? no i am not asian '' ''	1
so you think we should import muslims.. did your grandfather import nazis	1
is it legal to masturbate to pictures of yourself as a child?	0
the guy who created the joke the jokers	0
there are many things i need to tell you	0
don't blame me fuel was expensive	0
look! it says it right here! we can fuck goats!	0
every year a million people get sick from eating tainted beef who the fuck is putting their taint on the beef?	0
when you dont stir the nesquick powder in your milk enough	1
roses are red candles drip wax breaking news man tries to trade kidnapped baby for 15 big macs	0
it's obvious that he's thinking about another girl i can't believe that the lamb's bride has been the new jerusalem this whole time	0
joke time 3 muslims walk into a bar.	0
the hardest part of breaking up with a japanese girlfriend is having to drop the bomb on her twice before she gets it	1
let me play with the muslims	1
happiness happens when we stand together	0
an australian man kills 50 people in new zealand ~arv~ and the main stream media blames trump	0
hey, me and ze boys are throwing a kegger at ze moon tower all reich,all reich,all reich!,	0
faceswap ching chong 100	1
i offered her a penny for her thoughts she gave me change	0
when there is no pinyata at the party but the emo kid just hung himself improvise. adapt. overcome	0
life is hard it's harder when you're stupid	1
so, where did you get all of this gold elizabeth? i stole it from africa!!!	0
oh you decided not to use a condom? tell me more why it's her falt that you got chlamydia	0
in norway we work after dinner	0
lmco laugh my cock off	1
what is that wonderful smell? it smells like.... caramel! oh, today we burnt the diabetics	1
sea monkeys	1
felt cute, might go sit down to pee idk	0
handjobs sold seperately	0
"when i see people who post ""punch a nazi"" in person. im a nazi, gregg are you gonna punch me???"	0
kids enjoying some underwater diving	0
3 jewish prisoners after being liberated by the ussr (auschwitz 1945 colorized)	1
when you are excited that a muslim has made it into american politics so the next phase of the caliphate can begin and destroy western civilization but you realize it is a woman	1
shoot boy, i ain't racist i've got four black tires and a color tv	1
kill all niggers white power	1
when the dishwasher isn't working properly and you have no tecnical knowledge whatsoever so you just decide to talk to it and hope it starts working good luck	1
jew jerky: leave out in the sun until all moisture is gone store in a cool dark place for 3 days	0
bernie couldn't be more excited for his first day as a police officer he outright refused to accept his paycheck, insisting that being able to legally shoot black children is payment enough	1
when the deaf kids are roasting you in sign language so you turn off the lights it's a simple spell but quite unbreakable	1
been here 3 months, gets $1 400 /wk from the government been here 6 generations, gets loan to be repaid in full from the government	1
changing every single country it touches	0
they elect their enemy to rule over them stupid americans	1
when you're picking cotton as fast as your ashy hands can and then you hear your master crack his whip	1
i pushed my life alert necklace now i'm waiting on those sexy emt guys to show up	0
girls be like i hate when guys stare at me at the gym	0
hey this bag only weighs .8 it's graam!	0
i'm going trans hunting	1
you've been hungerstruck!!	0
not a runner? now you are	0
this one time at camp we got so baked	1
thank you so much ! - ariana grande you're welcome?	0
when you get a fish and just stare at it through the fish tank	0
a head diaper is required when you have shit for brains	1
the 70's $5 to see the greatest band live in concert 2000's $100 to see a laptop... live	0
when you finally meet a girl that can make you bust from head please may i have some more	0
i don't know man, i just... i just wanna dance	0
my sandwich- maker is very slow today	1
police training 101 only shoot the black	1
when your vegan boyfriend tries to change a flat tire	0
the media is appalled by threats to her both have been threatened the media applauds all threats to him	0
theleft will never condemn sharia law the muslim vote matters more to them than preserving the constitution	0
him: gonna beat dat pussy into mashed potatoes! her: im down!	1
"likes to play games with friends favorite game is called ""child soldiers"""	1
when you're looking cute as hell at the gym	0
come on over i'm having a party the place is crawling with pussy	0
hey mom the goats asshole is inside out. what do?	0
one does not simply believe it's not butter	0
when someone thinks it's okay to fuck with you b/c they think you're all love & light i will stab u in the neck susan	0
when ancestry.com tells me that i'm 0.1% german rev up those fryers	1
'' wing wing wing ''	1
look ma no hands!	1
you wanna pet me?? i'd pet me... i'd pet me hard	0
seems like u have a case of being a lil bitch i'm prescribing you a heavy dose of man the fuck up	0
god does not make people homosexuals or transgendered or sinners of any kind. sin in fallen humanity does	1
where's jaws when you need him ?	1
attention ladies: it's football season!!! bring him a sammich, get him a beer, get a hobby & stfu til valentine's day!	1
yes i have changed i realized i was fucking up and changes had to be made	0
how to cook turkey in usa how to cook turkey in romania	0
anytime my dog growls at me excuse the shit out of my goddamn french, but did you just threaten me?	0
these cute head tilts	1
why do asians have eyes like this? isn't it hard to see?	1
im arrested and im in trouble	0
this is nahir nahir is born in germany nahir is german this is fluffy fluffy is born in horse stable fluffy is a horse	1
jews: *exist* hitler: there's enough goofy gas for everyone	1
no wig no weave challenge	0
indian accent finally finding the right tutorial you need	0
if a dike started dating a tranny god can't be mad because it's still a relationship between a man and a woman	1
say it with me folks radical liberal terrorism	0
when cops see an unarmed black youth:	0
caitlyn jenner is kylie jenners transexual biological father	0
old times were brutal	0
the difference between moderate muslim and radical muslim follow my allah or he kill you moderate muslim follow my allah or i kill you! radical muslim	1
trump the messiah of white trash racists	1
what if the government funded adoptions instead of abortions	0
stephen hawking defended the use of animals is medical research	0
big bird scolds the negores for even daring to think that they were allowed to ride on a bus	1
feeling cute might fuck a tranny later, idk	1
if elected i will institute gun control by executive action well i was going to say that you just blew your chances but then i remembered that's how you got started in politics	0
"redneck word of the day : inhale "" why inhale did i go to walmart today ""?"	0
a few minutes after eating taco bell	0
in norway we rape after dinner	1
the best revenge is leaving somebody completely tf alone	0
manual tranny automatic tranny rebuilt tranny	0
boobs when you're home alone and lonely	0
when a spider runs across the carpet fucking smash it	0
we should learn from ocean how to treat refugees	1
look out, here comes the master race	1
but i'm israeli god promised me the car!	1
i swear some people were conceived through anal sex, because there's no way being that much of an asshole is natural	0
"i pull up in this and yell ""come on we got some redneck sh*t to do"" are you getting in?"	0
remember when illegal aliens just wanted to just go home? now they want free food, healthcare, and housing	0
bitches are like stitches pick on them and they open up	1
lgbt virus [gay zombie noises]	1
half of trump supporters are deplorable! half of your supporters are deportable	0
we have peace but we can give wars	0
kim jong un had more during their debate american flags on display than the leftists did	0
three k's a day keeps you fat haha	0
can you send a few dozen more officers please about his rights he's talking	0
rev al sharpton that gorilla was 17 black and unarmed	1
before you go around launching lawsuits let me remind you of the surveillance photos we have of you, remember that a tranny crack whore doing lines off your dick	1
i love the smell of a dirty tranny... relax adam...let joe smell your schiff!!	1
therapy dogs are now being trained to console rape victims of muslims	1
when you're talented but also a self-righteous shit head	0
dad?!? the dishwasher and the sandwichmaker are on the fritz again	0
blasts meme and parody pages shares posts from the babylon bee	0
jolo jew only live once	1
hello is it me you're looking for?	0
"men need walmarts sure they are dirty but, when you're inside one at 4am you think ""i'm glad these are here"""	0
shame on you fork tongued devils	0
when your moms plastic and you're a spastic tragedy!!	1
well judge, made me do it all remember it was me who first said was kenyan	0
number of pictures from when michelle obama was pregnant with sasha and malia zero	0
god loves all his children, all of them	0
look at me i'm the european now	0
that's a little racist	0
remember 9/11	0
when your chinese food shows up completely uncooked	0
come here you big cup of beautiful coffee and lie to me about how much we are going to get done today	0
monkeys often pick bugs off each other to snack on	0
this cat is getting raped tonight	0
the cat slipped and fell into the toilet i was pushed!!	0
official muslim refugee checkpoint	1
this is my ex looking for someone better than me	0
did you know? women have small feet so they can stand closer to the sink	1
when a porkistani nibba needs sex let me handle it	1
islamomopolitan special feature: know your place, how to survive your women: daily beating why men treat you like cattle	1
embrace the freedom of speech	0
somehwere in afghanistan a new book isbeing written 50 shades of sheep	1
walking into a smokers house like	0
"when trump says ""i'll pay americans just for agreeignt to have a wall built"""	0
"my kid, when i say, ""stop, you're gonna get hurt!"" 10 seconds later.."	0
and nothing of value was lost that day	1
classic anne frank photo	0
barbed wire fence hall of cost victims let me eat let me eat	1
he said he a lil' bad ass so i hate this tendies in front of him	1
i got a flat on my way to the store	0
please in the name of the lord let us all pray for jackson's safety. most black gay men in america will get hiv says cdc	1
"when your girl is bulimic, but you like gagging sounds, so you call her ""fatty"" while you beat your meat in the shower"	1
do you think a terrorist has or could infiltrate our goverment ???	1
michelle obama sighted sun bathing in afghanistan	0
-your pug is cute as hell -that's my son	0
then i grabbed the booty like, yahhhhhh	0
you know you're white trash hoes that talk too much shit stop acting like an innocent victim	1
i don't think he understands the gravity of his situation	0
i married my brother to commit immigration fraud this makes her an illegal alien, ineligible for congress and deportable! ice, where are you?	1
kevin durant is 12-8 without stephen curry stephen curry is 20-0 without kevin durant no curry, no chip	0
ever tried african food? niether have they	1
when you found your wife is cheating on you ya allah	0
"open's inbox ""let me suck your dick"" opens profile: it's your crazy ex gf"	0
back off f'ing white male we are on a sex strike	0
when the booze kicks in and you start putting out the vibes	0
when the weed hits you hard	0
happy national women's day just remember, if it has an apple, it has a banana	1
i'm a simple man i like beer and boobs	0
remember behind every one of us is a police	1
i heard we had a rat problem in the barn. time to clean house	0
about to explode with pride now that his daughter can go to school	1
barack obama is not america's first black president but america's first mixed race president	0
oh god oh fuck please end my suffering	0
i'm not transphobic i just don't like 'em	0
dishwasher is broken? then wash it by hand	0
inbreeding it's dangerous and wrong i stand here as living proof	1
i was going to paint my bathroom door but my girlfriend was dead against it	0
bend over, touch your toes i'll show you where the monster goes	0
no i'm on my period no i have diarrea	0
would you look at that this dryer comes with a free dishwasher	1
when the fbi raids your house and catches you nutting to 24 petabytes of child porn wonderful weather we're having	0
how you see it how the turkey sees it	0
there was a 4 car pile-up in mexico today 93 people died	0
felt cute, might go sit down to pee idk	0
"at first i couldn't shoot then i thought ""shit... that's how i'd want to go!"	0
when i say i gotta go to the bathroom	0
people always working	0
this piggy just wants to say have a wonderful day!	0
this look your wife gives you when you come home from a long day of suicide bombing	1
"stand your ground law. i said ""nibber get"" ."	1
there are 350,000 churches in america so why are there 200,000 people sleeping on the streets	0
oi are you looking at me?	0
what is that wonderful smell? it smells like.... caramel! oh, today we burnt the diabetics	0
black parent white parent	0
how dark is your humor? me:	1
ancestry.com the results are in	1
"""culebra u.s. territory"" u.s.miltary bomb explosions march 2019"	0
this steak is so black it stole my television	1
why do you hate us? all we want to do ia move to your country , condemn your lifestyle, harass your women, destroy your freedom of speech and march through your streets calling for people to be beheaded	1
waiting for your girl oustide her house	0
last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen!	1
i want it now is a good time	0
the bald eagle represents the strength and freedom of america	0
best holiday gift for muslims	1
"""people are not mannequins don't be silent about domestic abuse"	0
removes polish with chemicals nobody bats an eye removes polish with chemicals everybody loses his shit	1
i'm not talking to myself i'm thinking out loooooooud!!	0
when you finally graduate in a school in the usa	1
when you and your homie load each other's dishwashers	1
how many nails are there in a lesbian's coffin? none. it's all tongue and groove	1
the world calls it: love. god calls it: abomination	0
before i get drunk, lose my phone, get naked and arrested i want to wish you assholes a happy new year	0
"spanish word of the day ""texas"" my fren always texas me when i'm not home wondering where i'm at!"	1
they are not escaping to find a better life they are invading us to destroy ours	1
stay in step you loser	0
blackpeoplemeet.com	1
how to remember kid in hot car keep 2nd road beer with them!	0
keeping your dishwasher clean will make it last longer	1
matte black gloss black	0
when you forget to wash your hands	0
when you convert your dishwasher into a weed eater	0
goes on a date gets stood up	0
when muslims have been slaughtering millions of innocent people across hundreds of countries and finally someone gives them a taste of their own medicine	1
a rare picture of the beautiful jewish girl, anne frank	0
your sense of humor is so dark, people are worried about you	0
superman's flying class was popular, but no one ever passed	1
a short history of u.s. presidents	0
racing for pink slips in africa	1
your milkshake brings all the tards to the yard	1
you never know how crazy they truly are until after you give them some good dick	0
when you are back home from cheating	0
the best thing you can do is find a person who loves you for exactly what you are good mood, bad mood, ugly, pretty, handsome what have you the right person is still gonna think the sun shines out of your ass	0
virgo you're both white trash quite frankly	1
smile for the photo !	0
yo dawg i heard you like overthinking so you can overthink while you overthink so i made you overthink about overthinking	0
gas yourself	0
america : * nukes japan* three days later: ahhhh gettin kinda bored	1
only a few understand what it's like to be 19 and write your own will	0
muhammed fixing his calculator	1
those fucking russians	1
their average iq is about 70-80, few points above being retarded	0
i just wanna show you something comment what you think he's gonna show this goat fucker??	1
and that was the last nativity play my son was invited to take part in	1
there must be some way this victimizes me	0
"""life is like a box of chocolates."" it sucks if you have diabetes"	0
the world calls it: love. god calls it: abomination	1
we can never undo the horrible acts he has commited	0
hitler wanted this embarrassing photo of him destroyed	0
i'll take shit that ain't ever gonna happen for $500	0
time for my 100th selfie of the day	0
it's not a hijab it's a diaper for people with shit for brains	1
for just ten cents a day you can have delicious hand jerky	0
walked to the mailbox and back practically a bataan death march survivor	0
you know you ain't got no class muthafucka	0
for what turn down	0
happy age advancement day i suppose congratulations are in order?	0
black people anything thoat doesn't belong to them	1
immigrant problem problem fixed	1
baked potatoes for everyone	0
families saying goodbye to their loved ones from the other side of the mexican border	0
why don't i hear the people who asked for my birth certificate asking for trump's tax returns?	0
i'm not racist, racism is a crime and crime is for them	0
are you taking a picture or video?	0
you know you're getting older when you walk by 3 priests and don't even get a handshake	0
this dude wants to use the same restroom as your daughter liberals call you a bigot if you object	1
you with the goat stop that!	0
when you're the only ape at the furry convention	0
navy, accelerate your life	0
"me giving nicknames to men who have wasted my time: we will call you, ""almost."""	0
having a romantice night in can help keep the relationship alive	0
why don't n**gers celebrate thanksgiving? kfc is closed on holidays!	1
plays uno that's racist! steals all the green cards	1
when she say she done with you & you ask her if she hungry & she say no issa wrap. game over	0
even babies love nikes	0
cop: this dog tells me you're on drugs. citizen: i'm on drugs? you you'r re the one talking to a dog!	0
"stevie wonder is ""wonder""ful"	0
you boys ever played hot potato	1
new zealand: dozens dead in mass shooting usa: -first time?	1
who listens to ariana grande's music!	0
why do jewish men like to watch porn movies backwards? they like the part where the hooker gives the money back	1
if being racist means i don't want my country turned into a pile of rocks & goatshit ruled by a barbric cult then i'm a racist	1
"if the government says, ""you don't need a gun"" you need a gun!"	0
breastfeed a 42 year old expelled from kfc for breastfeeding her 42-year-old son shit white people do	1
you don't hate women and minorities? bro that's pretty cringe	1
when was the last time you saw so many passionate people on the street?	0
up early to get a head start on exposing the fuckery	0
a recent survey reported that 3/4 of men don't know how to turn on the dishwasher  i find that licking her nipples and a light fingering usually does the trick!	1
i bet they make squeaky toy sounds when they fuck	0
"rep. omar, somali refugee, claims life in usa is an ""everyday assault"" is she right or out of her mind"	0
the dna test results say... you're a cunt	0
when you find a shooter the same day you plan a bombing, so you team up	0
when your dive instructor starts yelling in aribic	1
"white people be like ""hunting is a sport"""	0
and then i beat the usa immigration sytem by marrying my own brother! and i even got a job in congress! these americans are so stupid!!!	0
a group of dogs	0
metalhead doing laundry..	0
chillin with my chromies	0
meanwhile at the isis strip club	0
happy birthday the mexicans will pay for your birthday cake	1
they arent bad if you raise them properly same goes for pitbulls	0
there is no hindu terrorism in india. what if i say it isn't true? then i respect your opinion	0
hey there	0
you know it's going to be a serious blow job when he puts his hair up in a manbun	0
serving food at the local farm cafe	0
if you're proud to be white then this is the radio station for you	0
when i grow up... lol nevermind	0
lesbian trans woman? ain't that just a regualr guy?	1
doctor: take this medicine after food african kid:	0
don't be limited by your circumstances you can achieve anything!	0
free dishwasher missing parts	0
who says we have to be a specific color in order to do something we like	0
meanwhile at the isis strip club	0
i'm not saying i hate you all i'm saying is if you got hit by a bus, i'd be driving that bus	0
everyone is welcomed to this country	0
blowjobs buy one get one free	1
at least hitler could use an oven	0
six months ago i couldn't spell kongris now lare one!!!	0
met gala celebration	0
the difference between moderate muslim and radical muslim follow my allah or i kill you! moderate muslim follow my allah or he kill you radical muslim	1
pray for the starving children while i hold this gold thingy	0
when your chinese food shows up completely uncooked	1
"america in 2045 ""grandpa...why didn't you stop them?!"""	1
remember behind every one of us is a policeman	0
when your sheep wins first place at the fair	0
this man should motivate everybody	0
iraqi women are so ugly they have to wear a sheet so dudes can imangine they're fucking a goat	1
i never dated my cuz'n i fucked him but we never dated	1
yall got any more of them episodes	0
sea monkeys	1
go on, jump in only will kill a few its ok, let them in only will kill a few	0
shame on you fork tongued devils	1
anne frank passed away february 1945	0
open your heart for those in need	0
money money money!!!	1
sandwiches we can do it !	0
1 for english and 2 for spanish? what do i press to speak to a gorilla	0
big bird's species were mostly scavengers. but like the turkey vulture, they would attack weakened prey	0
halal... is it meat you're looking for?	0
it doesn't matter if you unlike my picture i already got the notification	0
when the squad is about to get lit..	1
the enemy within linda sarsour ocasio-cortez ilhan omar rashida tlaib the enemy has infiltrated congress	0
there's no better time to combine out efftorts than now! blacks whites team - together everyone achieves more	0
the best part about fucking a chemo patient... you don't have to pull out. even if she survives, the baby won't	1
an all female muslim rock band	0
you get 10 times more chicks than me? 10 times o is o	0
feminist: we're equally upset about this line me *agreeing intensifies*	0
when you call that one dike bro by accident	1
i am full! that pho was good !	0
why are you so dumb	0
"about these ""russians"", do you see them often? are they in the room with us now?"	0
follow my allah or he kill you moderate muslim follow my allah or i kill you! radical muslim	1
i don't want to get attached to anyone anymore... it only destroys me in the end	0
here's all 3 shooters... the garlic festival, el paso and dayton ...eerily similar in looks. are you awake yet?	0
let's have some fun	0
influence the election? you mean like encouraging illegal immigants to vote?	0
are all terrorists muslim? no, some are democrats	1
a rare image of atomic bomb testing	0
hmmm, that new wife smell	0
how many breaths do i have to take before i'm safe from democrats?	0
im really sorry that your not feeling well today but im still gonna need a sandwich	1
got crap for brains??? make sure you wear your diaper	1
he said he was a biker but then he pulled up on a can-am spyder wearing a sons of anarchy hoodie	0
i am hungry let's eat a dog	1
we can not security check syrian migrants properly, but we can trust them. we want to take firearms from the safest demographics in canada, as we can not trust them	0
i just realized my life turned out better than yours checkmate, bitch	0
when you don't have to see your ex future mother-in-law anymore	0
after group sex mohammed is very tired	0
best thing about her blowjob?... you know shes gonna swallow!!!	0
how i see a gorilla when hes 100 years old	0
we've been at peace with japan since 1945 time to make peace with islam	0
lash christmas, i gave you my heart... but the very necks day. you gave it away!	0
what's worse than a female driver?	1
goin fishin	0
i'd hit this shit harder than her brother hit the world trade center	1
now y'alls be quiet while massa making things great again	1
how unarmed black men look to cops	0
"""dad what is ""losing""? i don't know son, i'm a trump supporter"	0
"i don't have ex's. i have y's. like, ""y the hell did i date you?!?"""	0
porki comment army in action against india	1
dirty immigrant scum	1
baby look like he pay his own child support	0
you used so much thyme the doctor showed up to fix the paradoxes you created	0
removes polish with chemicals no one bats an eye removes polish with chemicals everyone loses their shit	1
u gotta be prepared for disloyal sh*t no matter how loyal u are to a person	0
to the douchebag that disliked each one of my memes because of political affiliation... i'll have you know that you are either narrow-minded ignorant biased or all of the above	0
"all she wanted to hear was ""i love you"" all he wanted to hear was his balls slapping against her ass!"	0
driving tests, licenses, registration, insurance... they just want to confiscate our cars!	0
1 bomb every minute	1
when your little car bomber brings home his first girlfriend	1
laughs in throwing gays from tall buildings!	1
he is proving you don't have to be poor to be trash	0
bomb disarmament is a hell of a job. thank you for service	0
you say trump will be impeached for what? making liberals cry?	0
trail mix? you mean m&ms with obstacles	0
overly attached muslim girlfriend i killed your other 4 wives so you have more time to beat me	1
there is widespread disagreement among islamic scholars about whether homosexuals should be burned or thrown off buildings	1
being a preadtor is not love this is love	0
"""i'll have to resign"" and then i said do i look like i give a fuck?!"	0
white trash not marriage material	0
just ordered the new anne frank puzzle	0
that looks like a lot of fun	0
#unapologetically afrikan harvey weinstein settles for $44 million but cosby was given no such option	0
stop being a little bitch	0
cartoon image of a soldier from wwii	0
racing for pink slips in africa	1
the only people who truly love each other based on personality are asians because they all look the same	1
kids playing in the backyard	0
when your friends find your mugshot online	0
hello there	0
the standard hood team a clown, a thief, a dyke, and a fat ugly funny fucker	1
"""if you see anybody from trump's cabinet in a restaurant, in a department store, at a gasoline station... you create a crowd and push back and tell them they're not welcome anywhere"" maxine waters june 24, 2018"	0
loses hair from chemo doesn't have to shave pussy	0
"dear teenagers i found your next ""internet challenge"""	0
lies that people tell to themselves they think they are normal he thinks he's a human being they think they deserve equal rights	0
post your most offensive memes winner gets a 30 day vacation who dares win?	0
radical muslim follow my allah or i kill you! moderate muslim follow my allah or he kill you	1
enemies. was i right?! surrounded by perverts and now, you are bankrupt, after wwii, i said 'we defeated the wrong enemy.'	0
a good asian driver	0
i have a question for the white man, i would like to travel, so i can suggest know if he likes sex and he go fuck himself	1
when you finger an arab girl	0
i'll wait until mom and dad are on a date... and then crap on everything they hold dear	0
fuckyeah! halfday!	0
look at all these shooting targets	0
i hope father jeffrey doesnt go in dry today	0
life is like belgium some times you just have to march through it	0
that's a liberal all they do is cry	0
i'm not saying you are a slut but you are easier than poland	0
what's worse than a female driver?	1
when your history teacher starts talking about the holocaust	0
only israelis can knocks the teeth out of a 6 yr old girl	1
copsuckers be like the whole boot daddy	0
pull up your pants and back away from the goat!!	1
your an idiot trump thanks for the wall i'm need target practice	0
rich theft '' ''	0
this man was accused of raping his 16 y old daughters friend and all he had to do was deny the accusations thenthe girl committed suicide because they said she was lying, the democrats protected this pos	0
when you and ya partner think there's no donuts left but there's two	0
when your ex ask you for help	0
how to cook turkey in usa how to cook turkey in romania	0
and then i said, mr. president there's no walmart's in north korea only targets	1
im not racist, but racist memes are still allowed	0
images of german leaders and soldiers of ww2	0
when someone is trying to convince you that a fetus is a living baby but you really don't have a problem with killing a living baby either	0
jfk jr was declared the front runner for the ny senate seat in 1999 days later his plane crashed, making hillary clinton the newly elected senator	0
"the ""i'm not black but my kids will be"" face"	1
how much did the holo cost	0
an amazingly realistic wax figure of anne frank	0
dudes treating their jordans like	0
when your dishwasher is broken so you take it back to walmart to get a new one	0
look at the bright side you are only half black now	1
when someone questions your behavior from yesterday that wasn't me. that was patricia	0
when everything is going wrong but you're positive	0
stop domestic abuse	0
searching for buried treasure	0
saddle up motherfuckers it's time to draw	0
did you buy your stupidity or you got it for free	0
singlehandedly putting an end to dumb blonde jokes	0
"""when i'm directing traffic at an accident scene and a citizen asks me ""what happened?' ""shark attack."""	0
hitler comedy called mein fuhrer	0
aaaaaaaaaaaaaah my dick is stuck in the drawer	0
black people are trying to wake up	0
goat fucker's only .com	0
that precious moment when daddy finally turns up to a dance recital	0
so like, why are men even gay? girls have buttholes too you know..	1
and i shit you not, this fucking eagle just comes out of nowhere..	0
who is it and what do they do	0
ah the young they blow up so quickly	1
i believe racism is just like black people it shouldn't exist	1
don't let this group get you downs	1
when you feel confident in yourself no matter the circumstances	0
handjobs sold seperately	0
shhhhhhh don't make this weird	0
when you're the gay friend and also the meme lord	0
squad goals	0
trump screamed at nbc for using this pic of him he hates it. don't spread it around the internet anymore	0
when you lose your jewelry	0
we now have reason to believe trump ripped the tag off his matress in 1987	0
when you're feeling horny asf but your habibi is on periods let's try a ____ goat	1
if slavery had cellphones on the plantation like fuck massah	1
democrats have found another potential candidate for 2020!	0
protesting death to the middle east	0
this is dr kings famous i have a dream speech	0
don't be rude, folks go to their page and wish them a happy easter	0
how we see muslims how muslims see us	0
hide and go seek champion july 6 1942 - august 4 1944	1
when your chinese food shows up completely uncooked	1
hijab babrie comes with stones, shovel and removable head	1
i'm really sorry you're not feeling well today... but i'm still gonna need a sandwich	1
10 years challenge 2019 2009	0
black people when they get pushed too far white people when they get pushed too far	1
ever read something so stupid it gives you forest whitaker eye	1
moses and the 10 commandments	0
my husband is always pushing me around... and talking behind my back	0
i hate snow it's white and on my land	0
when you take your dishwasher to the restaurant, but it starts talking	1
when the weekend hits vs. monday morning	0
we said we would never forget why are you voting them into our government?	0
i reckon imma start some shit today mmmm hmmmmmm	0
when your uber driver arrives but you're probably safer driving drunk	0
i'm uncertain where i stand on abortion. i like killing babies, but hate the idea of giving women a choice	1
i can still smell the ford you drive	0
drinking wine is bad drinking camel piss is good	0
the only answer the only solution	1
don't like me? i don't i care, it's still a beautiful day in my neighborhood	0
trump is starting wwiii turn in your guns go snort a rubber you maggot	0
i don't always speak my mind, but when i do, i sound like a damn idiot	0
when you realize you're pregnant because you pull out your tampon but all the cotton was mysteriously picked off	0
wing wing wing herro? thats racist!	1
meanwhile at the isis strip club	0
big and beautiful	0
"call me ""sir"" one more time and i'll show you a sir! macho ma'am tranny savage"	1
with black power comes no responsibility	1
gay people: sex is so care-free. we cant get pregnant! aids:	1
what's shibe's favorite thing to eat? n_ggers a: nuggers	1
whatever this is.. it's an auburn fan	1
when you're muslim but you have oil	0
yeah, just over that hill on the other side of my property line that's where you can go fuck yourself	0
she asked me to make her feel special so i gave her a helmet and crayons	0
that moment you use your white privileges	1
look muddafucka even i know that's fucking retarded	1
i'm not saying that your mom is a slut but when you were born she slid you back in and out a few times	0
not every man is going to waste your time... some are tired of the games, and want nothing but loyalty too	0
stop making fun of our peaceful religion or we'll kill you	1
always dtsy positive	0
my dad is the best at hide and seek he's been gone for 15 years	1
we were known as hebrew israelites until slavery	0
bro you still care about ace discourse? bro kinda cringe ngl	0
i want you to wake the fuck up americans! the fucking jews have hijacked your country!	1
until you give the white man back his god, everything i post is going to offend you	1
let me play with the muslims	0
we are all apart of god's plan. christ will come to us	0
glad she put the paper up someone might recognise her	0
when you feel mentally unwell seek help	0
i agree hi 5 bro	0
this man took millions of lives	0
what is the most offensive joke you have ever written? if only africa had more mosquito nets, less mosquitos would have to die needlessly of aids	1
open up for the enrichment	0
flowers for martin luther king day	1
i should not be expected to pledge allegiance to any country including america dem representative ilhan omar quote	0
you have adhd? well, i know a place i can send you where you'll learn to concentrate	1
how many likes for this hero	1
remember when a lost alien just wanted to just go home? what was that movie called?	0
this is why we shoot you people	0
patience good things come to those who wait	0
when your mom has to take a picture everywhere	0
meanwhile at the isis strip club	0
diversity is our greatest strength	0
i said glass of juice not gas the jews	1
official muslim refugee checkpoint	0
"""that's the way, allah, allah i like it"" put'n the ""ham"" in mohamed"	1
that's black people for ya what did you expect	0
i've been here once they stole my stuff and claimed god gave it to them	0
london police speak with suspect	0
give me a dog treat human	0
human testosterone injections? why would you think that?	0
this is how muslims celebrate new year	0
the whiteman is the devil	1
that one person in their feelings in the comments	0
they probably arguing over some little shit	1
i saw a little jewish boy playing with an ash tray while walking down the road today i asked him if he was looking for his grandparents did jew nazi that this israeli funny?	1
when your in alabama and your 4 year old sister says she wants a boyfriend	1
a picture to remember our fun night out	0
if you got your phone wet try leaving it in dry rice overnight it will attract asians who will fix your electronics for you	1
i grew up in a household where talking back got your ass whooped	0
so you're against immigration? splendid! when do you leave?	0
me: hey maybe we should accept people regardless of their sexual preferences? islamic countries: (muslim noises)	1
omg the middle east has ninjas too!!	0
once you are in my pack i will always have your back	0
where is the criminal?	0
when instincts take over	1
stupid neighbours woke me up	0
riots in the streets	0
covers his wife from head to toes because sexual thoughts are satanic blows himself up because someone promised him72 virgins to f*ck with	1
when you don't know who to call the police or the rspca	1
muslim 49 people were killed at christchurch mosques muslim 49 people were killed at christchurch	1
"""this is not going to be the country of white people"" - ilhan omar"	0
never forget 9/11	0
after 3 million years of evolution we have only lost the hair!	1
muslims and jews to the fuck off department muslims and jews to the fuck off department	1
the best way to get on your feet is to get off your ass	0
mandatory work without exemptions. i do nazi see the problem..	0
why doesn't aldi's have their own brand of nuts called aldi's nuts?	0
this would be racist if black people could read	1
must be time for more liberal bullshit	0
who the fuck is that person?	0
who did this	0
winter weather got your skin dry? i've got some lotion in the back	0
thankfully youtube blocked those videos or she might have popped even more people in their office	1
homosexual	0
official white house holiday ornaments	0
