	Unnamed: 0	text	label
923	923	oh boy i hope i get out of here so i can go home and check on my dog	0
8755	255	when was the last time you saw so many mentally ill people on the streat	1
7030	7030	"muslim figure: ""we must have pork-free menus or we will leave u.s"" bacon america great again!"	1
4637	4637	i told my gay friend that i can turn fruits into vegetables and he told me to prove it so i pushed him off a balcony	1
5660	5660	with black power comes no responsibility	1
1254	1254	squidward setting the kitchen on fire	0
1243	1243	the ink pen has always been one of the most deadliest weapons of the caucasian with it he can sign your life away to poverty, prison, and slavery	1
7546	7546	most of ya'lls baby dads look like this and it shows	0
3733	3733	now back to the married islamic classic.. to children	1
6982	6982	why god created women? same reason it created men	0
3607	3607	baboons and monkeys everywhere this is really a zoo	0
6433	6433	the book about terrorism	0
7245	7245	is it just me or do idiots multiply quicker than normal people?	0
8417	8417	genocide is like christmas it's more fun when it's white	1
6275	6275	do you like to barbeque cause i'm bout to slap this meat across your grill	0
7332	7332	getting stoned in america can be expensive in my country it is free for everyone	1
5864	5864	that look when you wanna cut a bitch but you remember your a changed man	0
6111	6111	when you want to win but you're already 5 down before you even start	1
7637	7637	when you look at your check stub and see how much federal and state took you raggedy bitch	0
1857	1857	open your heart for those in need	0
75	75	im never doing a garden again!	0
6517	6517	oh look. this thread again	0
2544	2544	when you found your wife is cheating on you	1
6867	6867	terrorist attacks innocent people with guns leaders want innocent people to give up their guns and become even more defenseless.	1
5973	5973	catch me outside how bout dat i'll catch my damn self outside	0
8056	8056	rare photo of two us soldiers held up in japanese war camp	0
1577	1577	when your vegan boyfriend tries to change a flat tire	0
6770	6770	everyone should have exercise in their day to day schedule	0
7592	7592	samuel l jackson wearing a hat	0
1175	1175	everyone wants colonel sanders autograph when they see him out in public	0
368	368	holocaust jokes are offensive ann frankly aren't funny	1
8621	121	they are the best in basketball because they can steal, shoot and run	1
8650	150	"old people at weddings always poke me and say ""you're next."" so, i started doing the same thing to them at funerals"	0
8166	8166	1 in 10 people live next to a pedophile not me, i live next to three gorgeous 13 year olds	0
6066	6066	look! a blow up doll!	1
5593	5593	stop using other's cultures to fill up your empty white settler soul	1
2236	2236	burning things that don't mean anything to you	0
5518	5518	someone shoot this bitch	0
7967	7967	i'm going to hate the way i sound i guarantee it	0
2187	2187	i might not be good at sucking cock but i can put beavers outta work	0
625	625	there's so much white trash in this picture i barely know where to start!	1
9092	592	hitler never drove himself	0
288	288	for seal thanks.. very fucking useful	0
1114	1114	that face you make when you smell something funny	0
6841	6841	guys what the fuck what the actual fuck	0
7039	7039	the same laws that you support to silence people you disagree with can be used to silence you, dumbass	0
3267	3267	'' shoot them	0
1299	1299	that moment you realize if you turn your head you're a dead man	0
6616	6616	caution 49 killed in a mosque ...heightened security travel 4000 killed a year by illegals smuggling and illegal immigration may be encountered in this area ...wide open borders	1
1928	1928	cartoon image of a soldier from wwii	0
1922	1922	"""i'll have to resign"" and then i said do i look like i give a fuck?!"	0
1820	1820	metalhead doing laundry..	0
2549	2549	well look at you i've never fingered a potato	1
2687	2687	wow! a dishwasher that can also clean your car	0
8868	368	terrorist trojan horse enemy of the state	1
8229	8229	stirring the pot good job!!!	0
2126	2126	life hack: your dishwasher can also wash your car	0
8298	8298	they say there's safety in numbers tell that to 6 million jews	1
8681	181	rose's are red violet's are blue little stupid ass bitch i ain't fuckin witchu	0
2275	2275	question. how do blind people know when to stop wiping their asses?	1
4175	4175	i asked him to see things from my point of view he looked out the kitchen window	1
3918	3918	if you think the crakkka of today is different from the crakka 500 years ago, you're a damn fool	1
3117	3117	when you've been released from fb jail knowing full well you haven't been rehabilitated and will reoffend	0
5891	5891	talks about good morals day and night gets a boner from looking at a goat's ass	0
1032	1032	"""i'd like a book on suicide."" ""fuck off. you won't bring it back."""	1
6121	6121	next time don't get pregnant	1
8910	410	when the dog bites you and you bite back to assert dominance	0
3431	3431	its cool were divorced but we will always be cousins	0
1977	1977	searching for buried treasure	0
8052	8052	how i feel when i pick germany in a world war 2 game	0
5685	5685	this octopus is so under-cooked that the japanese are still trying to use it for tentacle porn!	1
6026	6026	the past will not be forgotten but may the chains be broken free	0
8862	362	when you ask a jewish girl for her number and she starts rolling her sleeve	0
5169	5169	where is the curvature? #basketballsareflat	0
502	502	burning things that don't mean anything to you	0
4048	4048	obama voters	0
6303	6303	transgender female athlete biological female	1
4402	4402	who burnt that popcorn ?	0
351	351	for guys that like it nice and slow gimme a call	1
3031	3031	happy no russian collusion day!!! time for retribution!	0
1953	1953	when your history teacher starts talking about the holocaust	0
4704	4704	my first high school football game was a lot like my first time having sex... i was bloody and sore at the end but at least my dad came	0
2511	2511	slave ship sailors when they found africa for the first time looks like these black creatures really mean business!	1
4368	4368	ask that dumb ass question again and i'll head out	0
5499	5499	"the internet has apparently named him 'macho ma'am tranny savage"""	1
5933	5933	him: the dishwasher is acting weird her: what's it doing? him: chopping fucking vegetables	1
8467	8467	when you raid area 51 to find aliens but all you find are mexicans	1
5429	5429	when your crush says love girls who smoke	0
1840	1840	at least hitler could use an oven	0
8975	475	does nike also sell stones in case they take it off?	1
8851	351	voila! fresh batch of baked goods !	0
6957	6957	sea monkeys	1
7359	7359	traditional african tribe	0
1893	1893	how i see a gorilla when hes 100 years old	0
2770	2770	my first act? getting rid of our low uneployment rates	0
1859	1859	sandwiches we can do it !	0
6438	6438	you know it's going a be a serious blow job when he puts his hair up in a manbun	0
3913	3913	on my way to daycare got me like	0
2706	2706	when you throw yourself in a casket bc you're over it	0
3115	3115	wait, mohammad come back!! i didn't mean to laugh, really size doesh't matter to me lol	1
6333	6333	i'm just not happy being with you falcon punch!	0
6410	6410	when you tell him he can't marry a 6 years old while he lives in us. what do you mean?	1
480	480	chicken niggers	1
6797	6797	"the face they make when you've left the ""plantation"" and you no longer think like them"	0
5796	5796	i am a crocodile!	0
7690	7690	just got out of the pool wants to go swimming again	0
5212	5212	when the muslim kids in your class start hanging out with you	0
777	777	and then i said do i look like i give a fuck?!	0
5905	5905	picture of the day	0
65	65	when you beat the shit out of the tranny hooker after you nut and call it a f****t but it doesn't get back up	1
6856	6856	a great way of serving your country	1
1334	1334	the original people of americas then social status classifications negro & indian now same phenotype, different social status classifications	0
961	961	once a year, women go completely crazy for about 365 days	0
7389	7389	absolutely haram absolutely halal	0
4985	4985	am i doing a good job?	0
1645	1645	hello is it me you're looking for?	0
3842	3842	15 years in prison??? that means my next girlfriend hasn't even been born yet!	1
5410	5410	rise of the planet of the apes (1963)	1
6446	6446	who is this grumpy cat you speak of?! sweet mother of hades what the hell is that?!?!?	0
2569	2569	this can get me through anything	0
8133	8133	when you find someone with the same taste in memes	0
6486	6486	one of the poor defenseless refugees we hear about she's smuggling 31 pounds of pure heroin	1
720	720	idc about who has a problem with me spreading knowledge because i feel the same way about people spreading ignorance	0
5995	5995	my first act? getting rid of the smell he brought to the house	0
1620	1620	the best revenge is leaving somebody completely tf alone	0
2452	2452	maybe if didn't considered car racing as sport we'd be in better situation	0
303	303	we swore we'd never forget 911	0
6129	6129	king's landing so hot right now	0
7635	7635	then something amazing started to happen! last year tyrone got a new job, started building his credit, and spending more time with his kids	0
8288	8288	loving parents	0
6305	6305	antique farm equipment	1
5795	5795	this is what happens when you're gay in a muslim country	0
2297	2297	siri take me home starting route to jail	0
6445	6445	halloween got you like	0
7248	7248	these cute head tilts	0
6934	6934	when black people say they are native american	1
8318	8318	"""one mans trash is another man's treasure"" is a great quote but, it's a shitty way to tell a kid they're adopted """	0
363	363	when nobody knew who you were until you got on your knees	0
4617	4617	"i don't like the term ""rape"" i prefer ""cuddle with a struggle"""	0
6914	6914	you mean i don't have to pick it and i can eat it?!	0
2283	2283	im not a gay sjw like other femboys im racist and a gamer, daddy uwu	1
4833	4833	white people love snitching so much they created yelp	0
7357	7357	if your man is offended by this then he's never been hunting	0
5015	5015	good guy police officer capturing them young	0
4807	4807	blacks when they hear kilometers per hour instead of monkeys per yard	1
4920	4920	being a boy in the 90's being a boy in 2018..	0
7903	7903	goat yoga is becoming very popular	0
2816	2816	you can't get her pregnant if you practice abstinence	0
1839	1839	blowjobs buy one get one free	1
9119	619	look at the size of my new tv compared to my dish washer!	0
4928	4928	so glad i grew up doing this not this	0
5750	5750	kanye west? we lost some good men there	0
7321	7321	portrait of a psychopath	0
5895	5895	allah is watching you	0
7370	7370	islam is a religion of peace behead those who mock islam	1
1826	1826	hey there	0
4887	4887	when the whole squad roasts the jewish kid	1
3899	3899	converted to muslim ? why would you think that	0
7906	7906	islam is the religion of peace! if you don't agree i kill you!	1
3841	3841	some pussy gave me flowers weird, i just wanna get railed by a scummy biker	0
825	825	they did not even leave dogs	0
2127	2127	how police officers take out their trash	0
1670	1670	and nothing of value was lost that day	1
7880	7880	why is the first one not judged but the second one offends? nuns don't randomly explode	1
5333	5333	i was banging a retarded girl and she wouldn't let me cum in her mouth so i came on the window and let nature take its course	1
7809	7809	here's to you obama, your transgender agenda helped me fish out all the mentally ill on my friends list	1
1631	1631	lgbt virus [gay zombie noises]	1
2471	2471	i don't see whats wrong with him other than he stole that wheelchair	0
8172	8172	hey guys wanna buy some magic?	0
2543	2543	how i feel when i hear the name obama	0
1009	1009	everyone wants me to read the constitution but it's written in cursive	0
5599	5599	teacher of the year for black community	0
3227	3227	fuck outta here go on, git!	0
1502	1502	all part of satan's plan. the anti christ will come from this	0
7460	7460	i just realized we know we don't want him in the same bathroom with our wives	0
7924	7924	laughs in 52% of us crime rate	1
5197	5197	this steak is so black it stole my television	1
5654	5654	you talk like a fag and your shit's all retarded	1
4748	4748	let's take out the trash impeach both	0
1861	1861	big bird's species were mostly scavengers. but like the turkey vulture, they would attack weakened prey	0
5490	5490	the best way to get through life is to keep on smiling	0
8801	301	i forgot what are we fighting over again?	0
8072	8072	here's a painting of a handbook for terrorists	1
410	410	i can put up with muslims killing canadians but i absolutely will not tolerate canadians criticizing muslims	1
6868	6868	what it looks like when cancer gets aids	0
7994	7994	when you get pulled over and you know your license suspended	0
7777	7777	beep beep motherfucker	0
4927	4927	amsterdam hamster dam	0
8142	8142	what happened to my damn balls!!	0
3817	3817	i like my coffee like i like my slaves extra dark	1
7056	7056	when you have a small dick and tell a jewish girl to suck it i can't	1
4541	4541	do you think a terrorist has or could infiltrate our goverment ???	0
1938	1938	lies that people tell to themselves they think they are normal he thinks he's a human being they think they deserve equal rights	0
8800	300	haters will say it's photoshop	0
3245	3245	i have an idea... don't listen to any of mine	0
2033	2033	big and beautiful	0
6195	6195	and that was the last nativity play my son was invited to take part in	0
5307	5307	first off i am hebrew! not a damn muslim get it right	0
8360	8360	"my black flag brings all the goats to the yard, watch out, i'll put a bomb in your car and the're like ""allahu akbar"" i could teach you, but i lost my arms"	1
7783	7783	you're a rapist, you're a rapist, all mexicans are rapists!	1
3410	3410	if democrats really cared about election interference then why are they so against voter id laws?	0
1010	1010	bitch.. shut your ugly crack addict looking, poor white trash ass up	1
7219	7219	don't do crime or you'll be in prison like me	0
8837	337	you are what you eat meanwhile in africa	1
6134	6134	excuse me?!? it is ma'am! ma'am! i will take you outside and show you a sir!	0
6592	6592	my mom says i can get 1m likes	0
3120	3120	why love one but eat the other ?	0
2723	2723	aight girls make it look natural	0
6340	6340	so, 2 gay guys walk into a bar and pick up a tranny	1
6249	6249	i got my hair did	0
4274	4274	if you're happy and you know it go to hell	0
8606	106	like lebanon terrorism can destroy a beautiful country	0
6373	6373	"everywhere: eats out africa: ""we don't do that here"""	1
4331	4331	dark humor is like hitler some people call it wrong, but i find it completely justified	1
4442	4442	breaking news nation of islam members listen to minister louis farrakhan speech at united center in chicago	1
8511	11	look! it says it right here! we can fuck goats!	1
5315	5315	ankle compilaion when you stoned your 3rd wife yesterday and you're lonely	1
5845	5845	handjob sold separately	0
8181	8181	when the black kids start fighting at school	1
6621	6621	a gestapo agent inspects a group of yugoslavs executed by nazi henchmen	0
7218	7218	good guy police officer actively participating in community outreach	0
6817	6817	america first! when it comes to elections	0
1150	1150	recruiter added me on linkedin so i guess things are getting pretty serious	0
3490	3490	when you strive to be a real life picasso painting	0
6386	6386	the flag flies high and proud	0
929	929	yeah, i hear you i just don't give a fuck	0
8617	117	haha pig man is peeing standing up	0
781	781	last time muslims invaded europe vlad stuck poles up their asses and made a fucking forest be like vlad	1
4752	4752	when someone asks me to remove a picture because they're offended	0
1769	1769	"""life is like a box of chocolates."" it sucks if you have diabetes"	0
3366	3366	large big mac no ice	0
5221	5221	cannibalism	0
5896	5896	1 plus 1 equals 57 it dosent well fuck u	0
1234	1234	it didn't happen because of the actions of one man it happened because of people who were 'just doing their jobs'	1
5740	5740	healthcare for muslims	0
7732	7732	hey muslims eat me!	1
8656	156	for the last time im not michelle obama	1
2994	2994	auschwitz gas chamber	0
597	597	that job interview was going so well. until i realized i was fucked up on acid in the middle of a cornfield naked and talking to a scarecrow	0
4570	4570	i like my women like i like my chickens held in captivity until i behead them	1
5629	5629	i love it when women go to school. it's like seeing a monkey on roller skates: it means nothing to them, but it's so adorable for us	1
7071	7071	i wish more of my handcuff stories involved sex instead of police officers!	0
305	305	you don't need an ar15 to protect yourself but he does, and this guy and this guy, and him and him and him	0
4396	4396	we'll kill you over some trivial shit then fucking mock your dying words	1
6295	6295	300 kg bomb vs 1000 kg bomb	1
6392	6392	mommy look! an indian man! don't look at them ricky. i don't want you to be influenced by...ohgodno rickyyy show bobs and vagene pls	1
5330	5330	laughter is the best medicine	0
2186	2186	i keep asking what lgbtq stands for. so many letters to remember	0
3060	3060	alabama: bans abortions all of alabama in 5 years	1
2410	2410	oh how cute.... a guinea pig.	0
8202	8202	teach your kids to drag race and they'll never be able to afford drugs	0
4297	4297	"gallows ""pure evil"" ""traitors"" ""nobody escapes this. nobody""  ""america for sale"" ""down she goes"" ""these people are sick"" ""bring back the gallows!"" she never thought she would lose. until she did"	0
2814	2814	i like big girls because, no matter where you grab them it feels like titties..	0
3777	3777	not only is donald trump my president..... but he's also barack obama and hillary clinton's president! don't you love it! :d	0
8563	63	when is the time to eat i am hungry	0
3319	3319	i'm an evolved monkey on a cartoon ball, nasa told me, its science bruh!	1
6230	6230	when you try to evade the school bell stampede	0
4113	4113	when your dishwasher is ready for another load	0
1210	1210	my goal for 2018 is to accomplish the goals of 2017 which i hould have done in 2016 because i promised them in 2014and planned them in 2013	0
8079	8079	this is the world if transgenderism and homosexuality never exsisted	1
8338	8338	me cis girls	0
6403	6403	nascar fans getting drunk in the metal parking lot, earplugs, dumb heads vests with patches, going in circles, trailer trash, obsession with gear, raising hell, aviators, fast stuff, hangovers..	0
1188	1188	a lamp post in a busy countryside street	1
8259	8259	you'd be angry too if you just found out your goat was cheating on you	1
6570	6570	where's jaws when you need him ?	1
2152	2152	if being a racist means i don't want my country turned into a pile of rocks & and goatshit ruled by a barbaric cult then i'm a racist	0
800	800	do you like kids? because i'm going to turn your mouth into a daycare	0
9041	541	we'll kneel to protect and to protest injustice	0
369	369	love is love is love is love	0
3240	3240	you sent out so much smoke red indians came to make peace	1
2548	2548	when you're broke af but still gotta buy christmas gifts	0
3667	3667	honey badger don't care	0
5976	5976	omg he's mad	0
7277	7277	damn jews with their fancy strollers	1
1830	1830	when i grow up... lol nevermind	0
7037	7037	last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen!	0
3945	3945	extra thicc	0
5055	5055	7 in 10 people in prison are registered democrats when you can't beat trump with law abiding citizens you enlist felons..	0
6732	6732	the strength of a father to his daughter	0
2074	2074	that's black people for ya what did you expect	0
481	481	this has nothing to do with this post but i have 2 barely fucked goats for sale	0
7320	7320	3 years ago american class american trash	0
5230	5230	border agents in texas apprehend over 400 illegals in just a 5-minute span this is an invasion! why are some republicans trying to keep our borders open??	0
5039	5039	run forrest!!! run!!! :d	1
2161	2161	i want my 72 virgins to be 66 goats, 5 boys and 1 bi-curious donkey	1
5931	5931	when you wore the wrong thawb	0
7450	7450	1 little, 2 little, 3 little ni99ers	1
1230	1230	they will soon be extinct	1
7254	7254	this guy just friended and unfriended me 45 times in 15 seconds anyone know him??	0
1207	1207	where's the chex mix	0
9138	638	caught me cat and monkey today! this	0
3495	3495	give a man an opportunity and he'll run with it	0
676	676	now that's a level of stupid i've not seen in a long time	0
1236	1236	two muslims walk into a bar boom boom!!	1
4881	4881	when you're about to play with yourself but you can't stop thinking about that gorilla dream from last night	0
3569	3569	you can't run through a camp ground you can only ran, because it's past tents	0
1950	1950	that's a liberal all they do is cry	0
9069	569	pakistani in indian page	0
8327	8327	him: the dishwasher is acting weird her: thats the oven him: oh..	0
3406	3406	that makes me moister than an oyster	0
7380	7380	cholos be like happy veteranos day ese	0
5449	5449	someone get me the goddamn tranny mulcher	1
7437	7437	6 million lampshades never again	0
4491	4491	destruction 100 restoration 100	0
1454	1454	what's the difference between hillary and putin? putin actually wins the elections he rigs	0
7524	7524	i'm proof that even the dumbest student can one day lead the democrat party	0
2552	2552	why girls wanna be mermaids: 1. no pants 2. no periods 3. perfect hair 4. you get to lure men to their deaths well that escalated quickly	0
1037	1037	"the city of seattle leaves poop on their sidewalks ...because hosing it off is ""racially insensitive"""	1
3684	3684	i may be blind but at least i'm not black	1
754	754	those fucking russians	0
4023	4023	when they laugh at your 9cm but you haven't even reached puberty yet	0
963	963	carribbean women	0
6812	6812	so this is heaven? i hate it	0
1766	1766	i just wanna show you something comment what you think he's gonna show this goat fucker??	1
3811	3811	if you think tide pods are good try the cotton candy in the attic	0
2888	2888	baby with beauty marks	0
4355	4355	feeling bored, let's go to a mosque	0
8279	8279	white people be like : inside outside	0
5914	5914	her : he's probably thinking about other girls... him : how do blind people know when to stop wiping their ass?	1
8219	8219	the holocaust is a sad moment in history	0
1539	1539	life is hard it's harder when you're stupid	1
1671	1671	classic anne frank photo	0
4259	4259	sells you idea of heaven custom builds armored vehicle to avoid heaven as long as possible	0
2938	2938	woman badly injured in fight	0
942	942	white people after 10 shots black people after 10 shots	0
4797	4797	i like my niggers like i like my christmas ornaments hanging from my tree	1
4761	4761	go home, snail you are drunk	0
1029	1029	the hollow coa$ter	0
6122	6122	i love pudding pudding my dick where it doesn't belong	0
1233	1233	a black man invention	0
2787	2787	american teenage girl visiting the children of africa	0
2698	2698	gets drunk gets drunk has sex has sex rapist victim	0
3752	3752	i remember when your mom dropped you off to school she got a fine for littering	0
6113	6113	mistakes come in all sizes	1
2092	2092	where is the criminal?	0
4906	4906	how do you like them well done please!	0
8479	8479	only black people steal yo shit and help you look for it and be like, where you had it at last!	1
68	68	when you get hungry you can either think about it or..	0
6100	6100	love comes in all shapes and sizes	0
6733	6733	mohammed?! it's aisha can you stop fucking the donkey for a minute? allah wants to talk to you!	1
8214	8214	greetings tranny time to die	1
6160	6160	when you're shy everytime your friend takes selfies	0
1900	1900	how unarmed black men look to cops	0
9113	613	the white shit	0
3284	3284	"i think if people want "" to wipe out reminders of slavery segregation & white supremacy we might consider getting rid of the democratic party"	0
2081	2081	that one person in their feelings in the comments	0
6042	6042	stop crying that was only one finger	0
1740	1740	blackpeoplemeet.com	1
3386	3386	your sense of humor is so dark, police want to shoot it . just gonna leave this here - #iaoh	1
2739	2739	if your happy and you know it clap your hands.	1
1475	1475	everybody was kung fu fighting	0
8775	275	and for my next class project!	0
5502	5502	new dishwasher came in today missing a few parts though .	0
2248	2248	then he said i couldn't come to the barbecue because i always burn the hamburgers	0
702	702	domestic violence should never be tolerated	0
7569	7569	when you haven't stolen anything, used snap benefits or been loud at the movies for a few weeks	0
5974	5974	it's peanutbutter jelly time!!!!	0
6672	6672	"sign says ""take a quarter""  takes two"	1
5362	5362	captives being brought on board a slave ship on the west coast of africa	0
3429	3429	when you're feeling horny asf but your habibi is on periods let's try a goat	1
2443	2443	becky lemme smash	0
6647	6647	what the heck you mean no shirt no service	0
4612	4612	white trash you are doing it right	0
1295	1295	but dad please respect the rights of trans kids, it's who i reall- i am going to beat your ass until it's a bloody pulp you hear? no son of mine is going to be a goddamn woman!	1
4648	4648	i bet her pillows dont have pillowcases	0
9018	518	black lives matter	0
4094	4094	nazi fitness camp before and after body transformation within hours	0
760	760	when you go to war with china it's the fifth time i killed that guy	0
3816	3816	when a dog' s been bad when a cat's been bad	0
939	939	you! out of the gene pool now	0
335	335	didnt stand during the national anthem... no one said a word... # whiteprivilege	1
4827	4827	hello is that everything you need ? i thought you left your smile back there	0
6371	6371	marital status?? in a relationsheep.	0
3163	3163	america in reality don't let the media divide us!	0
6574	6574	"white people throwing rice at weddings. ""why are they wasting the food"""	1
1530	1530	joke time 3 muslims walk into a bar.	0
3541	3541	look at what i just built with all the sand that fell out of your vagina	0
3019	3019	picture portaying slaves arriving on ships	0
697	697	when i was a kid i found a vibrator in my parents room they told me it was a muscle massager, i rubbed it on my sore muscles all the time	0
6372	6372	when you look in your neighbor's yard and see an illegal immigrant mowing their lawn	1
1936	1936	loses hair from chemo doesn't have to shave pussy	0
6737	6737	"when asked what i did over the weekend i reply, ""why, what did you hear"	0
3101	3101	hitler and mussolini sharing a laugh	0
4199	4199	this dude wants to use the same restroom as your daughter liberals call you a bigot if you object	0
7564	7564	i will find you and i will kill you you black bastard	1
7602	7602	once you go black so does your eye	0
8581	81	they shot the wrong gorilla	1
4848	4848	get your nails ready. you never know when you have to show them off	0
3821	3821	nothings impossible	0
7474	7474	enough with the nazi jokes.. they make me führerious	0
5581	5581	for the last time leave big foot alone	0
5249	5249	women can wear what they want you dont have the right to ban the burka its basic democracy	1
2350	2350	i just chased 25 000 high paying jobs out of new york imagine what i'll do for the rest of the country hold my beer	0
4328	4328	what men want	0
5944	5944	i am jealous of her she's so pretty	0
1609	1609	old times were brutal	0
8309	8309	fact: ethiopian food is so rare that locals dont even eat it ethiopian food	1
577	577	"we used to have safe neighborhoods now we have ""diversity"""	0
1582	1582	when you're looking cute as hell at the gym	0
7230	7230	why does the human-slave keep stealing my poop with a tiny shovel?	0
7674	7674	welcome to the generation where mental illness is glorified	0
2953	2953	like me you idiots should be storming the capitol right now instead you're drinking beer, smoking weed, and shooting off chinese fireworks. now do you see why we made you slaves?	1
7892	7892	when you tease your husband in public	0
5567	5567	muslim woman wearing a burka	0
5915	5915	this could be us right now but the fucking apocalypse got rescheduled again	0
1574	1574	i don't know man, i just... i just wanna dance	0
7026	7026	just like everything else in his life he's inherited, trump inherited a strong economy from obama and took credit for it	0
7146	7146	will you tell the cat bullying is not okay	0
4601	4601	donald trump is my bitch you stupid arrogant americans.!	0
3114	3114	manual trans automatic trans rebuilt trans	1
3237	3237	communication is important in a relationship	0
399	399	you'd be angry too if you found out they cancelled your favorite show	0
4790	4790	is this mother fucker serious? where in the hell am i going to find a truck load of bitches?	0
4378	4378	history teacher: 6 million jews died during wwii me:	1
1755	1755	when you are back home from cheating	0
7660	7660	when the russian investigation... leads to the democrats	0
3573	3573	baaaa-utiful	0
8611	111	these aren't people	1
3154	3154	has one night stand but way too many books to fit on it	0
8860	360	if she's still making noises, you didn't hit her hard enough	1
1603	1603	no wig no weave challenge	0
5531	5531	this chicken is so rubbery goodyear called and asked for the recipe!	0
3275	3275	little boy from kenya	0
7852	7852	muslims zombies both carry a virulent disease that transforms the host into a mindless, irrational, and above all violent creature	1
3702	3702	gays hanging out in the muslim world	0
2365	2365	when a cop gets his first gun	0
3026	3026	it's a beautiful day i thinki'll skip my meds and stir shit up a bit	0
8603	103	we've taken this country! now fuck off! we're taking it back!	0
2419	2419	donald trump wall cop or muslims no mexicans don't mess with his wall!	1
818	818	those are some clean burning jews i tell ya h'wat	1
6900	6900	when your friend likes to talk during your favorite song	0
1107	1107	"finds ringtone that says ""amen"" no longer has to silence phone in church service"	0
5247	5247	"""the person who learned the most about the mueller report today was bob mueller."" trey gowdy did mueller just sign the report?"	0
6687	6687	damn chewbacca ewoks are our friends	0
7070	7070	these aren't bears! these are just two fat gay fucks! pride	1
8337	8337	"opens inbox ""lemme suck your dick"" goes to profile its a tranny"	1
8640	140	what women think men want what men really want	0
1838	1838	everyone is welcomed to this country	0
6124	6124	"""whatcha thinkin' about, liberal cuck""? ""antifa getting their asses kicked, crying about the election, loving islam goatshaggers, butt sex, crying, more crying, and stuff..."""	1
4543	4543	when you meet that gender studies student again my genders have doubled since the last time we met	0
2738	2738	this person wants to use the same restroom as her gender. liberals want to compromise	0
329	329	hoes be like why can't i find a good man	0
7454	7454	she said i couldn't go fishing coz i had to mind the baby.. challenge accepted!!	0
1160	1160	when you come home early and catch your 5th son from 3rd wife in an objectionable position with your favoutrite goat	1
4912	4912	sunday family fun day!	1
5684	5684	if a man wants you, he will come and get you	0
2684	2684	how black people became christians	0
2005	2005	this is dr kings famous i have a dream speech	0
4908	4908	i like my coffee like i like my women in the kitchen where they belong	1
8469	8469	gotta run away from those niggers	1
7699	7699	im confident in my own skin	0
7158	7158	young boy picking cotton	0
453	453	10-4 copy that, approaching the suspect	0
8034	8034	"""we demand our city be made a sanctuary city for illegals!"" ""they are trying to send illegals to our sanctuary city!!!"	0
1343	1343	wait, mohammad come back!! i didnt meah to laugh, really size doesn't matter to me lol	0
4198	4198	"""the road to give a fuck.... is that way!"" """	0
7768	7768	"""the master race'"	0
1797	1797	when she say she done with you & you ask her if she hungry & she say no issa wrap. game over	0
4074	4074	enriching the mind and body while also enriching our hearts	0
7638	7638	end gun violence now	0
5238	5238	dad is islam a religion of peace? hell no son, only liberals believe that shit	1
1999	1999	when you lose your jewelry	0
1573	1573	when you finally meet a girl that can make you bust from head please may i have some more	0
8130	8130	when a white person sees a black person being arrested our people are safe	1
4339	4339	glad of growing up with this not this	0
6434	6434	my favorite sex position is the challenger i go hard for 73 seconds then prematurley blow	0
3783	3783	instructions on how to come for me 1. dont	0
3230	3230	arabs: how they think they look how they actually look	0
3455	3455	when black dick just ain't cutting it anymore	1
2139	2139	damn son where'd you find this its ok baby im vice lord you do know know im a tranny right	1
2520	2520	when there is one coco puff left in the bowl	0
6131	6131	and if i keep my arms like this i look like a teapot	0
1658	1658	this cat is getting raped tonight	0
6416	6416	great at making martinis terrible at stealing tambourines	1
5701	5701	when your team wins the world cup	0
9031	531	riots in baltimore in 2015	0
1726	1726	i want it now is a good time	0
5913	5913	i was going to make a joke about us but then i got distracted	0
1801	1801	you boys ever played hot potato	1
5956	5956	when you found your wife is cheating on you ya allah	1
9020	520	pakistanis in every indian pages	0
2418	2418	we can kill as many as we want and your stupid government keeps bringing us in	1
5286	5286	lord please protect all of the bikers out there every day	0
3637	3637	teacher: who can tell me what are the best flammable materials? jewish kid: me me me teacher: ok, what else	1
1756	1756	the best thing you can do is find a person who loves you for exactly what you are good mood, bad mood, ugly, pretty, handsome what have you the right person is still gonna think the sun shines out of your ass	0
2201	2201	i'm beautiful!	0
300	300	fuck allah, fuck muslims and fuck islam. and if you don't like what i say then fuck	1
1094	1094	i cannot comment on your mother because cows are sacred in my country	1
7478	7478	when you ask for advice and they tell you to just be yourself you want me to get naked and start the revolution?	0
5364	5364	too much alcohol end result	1
7868	7868	excited little girl enjoying her new wheelchair	0
9023	523	black protestor helping an injured white man during a blm protest	0
6332	6332	what in tranation is this contraption	0
8132	8132	most people are just mediocre minded cowardly conformists because its comfortable & simple i'm not one of those people	0
6643	6643	farming simulator 17	0
5117	5117	a black chinese now i can die in peace chigga	1
8605	105	jamal is practicing for class sport	1
2869	2869	yaaahhh africa!	1
7231	7231	when an indian rapes 3 tourists from 3 different countries mr. worldwide	1
6813	6813	show intolerance for other's religions expect highest level of tolerance for their own	0
6427	6427	paraplegic woman in a wheelchair with her coach	0
2075	2075	i've been here once they stole my stuff and claimed god gave it to them	0
7118	7118	i slipped and fell on black ice i thought it was regular ice but when i got up my wallet was gone	1
6924	6924	god : *creates women* humans : *creates dishwashers* god :	0
3558	3558	faceswap ching chong 100	1
2353	2353	yes i'm trying to divide the country i'm dividing the illegals from the actual citizens	0
